defined_class	defined_class_label	mechanism	mechanism_label	target	target_label
http://purl.obolibrary.org/obo/GO_0002691	regulation of cellular extravasation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0045123	cellular extravasation
http://purl.obolibrary.org/obo/GO_2001029	regulation of cellular glucuronidation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0052695	cellular glucuronidation
http://purl.obolibrary.org/obo/GO_1900069	regulation of cellular hyperosmotic salinity response	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071475	cellular hyperosmotic salinity response
http://purl.obolibrary.org/obo/GO_0010565	regulation of cellular ketone metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042180	cellular ketone metabolic process
http://purl.obolibrary.org/obo/GO_0060341	regulation of cellular localization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051641	cellular localization
http://purl.obolibrary.org/obo/GO_0031323	regulation of cellular metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0044237	cellular metabolic process
http://purl.obolibrary.org/obo/GO_0090348	regulation of cellular organofluorine metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090346	cellular organofluorine metabolic process
http://purl.obolibrary.org/obo/GO_0090347	regulation of cellular organohalogen metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090345	cellular organohalogen metabolic process
http://purl.obolibrary.org/obo/GO_0032847	regulation of cellular pH reduction	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051452	intracellular pH reduction
http://purl.obolibrary.org/obo/GO_0050794	regulation of cellular process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0009987	cellular process
http://purl.obolibrary.org/obo/GO_0043457	regulation of cellular respiration	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0045333	cellular respiration
http://purl.obolibrary.org/obo/GO_2000683	regulation of cellular response to X-ray	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071481	cellular response to X-ray
http://purl.obolibrary.org/obo/GO_1905957	regulation of cellular response to alcohol	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097306	cellular response to alcohol
http://purl.obolibrary.org/obo/GO_1900067	regulation of cellular response to alkaline pH	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071469	cellular response to alkaline pH
http://purl.obolibrary.org/obo/GO_1903832	regulation of cellular response to amino acid starvation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034198	cellular response to amino acid starvation
http://purl.obolibrary.org/obo/GO_2001038	regulation of cellular response to drug	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071466	cellular response to xenobiotic stimulus
http://purl.obolibrary.org/obo/GO_1905843	regulation of cellular response to gamma radiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071480	cellular response to gamma radiation
http://purl.obolibrary.org/obo/GO_1904547	regulation of cellular response to glucose starvation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042149	cellular response to glucose starvation
http://purl.obolibrary.org/obo/GO_0090287	regulation of cellular response to growth factor stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071363	cellular response to growth factor stimulus
http://purl.obolibrary.org/obo/GO_1900034	regulation of cellular response to heat	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034605	cellular response to heat
http://purl.obolibrary.org/obo/GO_2001112	regulation of cellular response to hepatocyte growth factor stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035729	cellular response to hepatocyte growth factor stimulus
http://purl.obolibrary.org/obo/GO_1900037	regulation of cellular response to hypoxia	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071456	cellular response to hypoxia
http://purl.obolibrary.org/obo/GO_1900076	regulation of cellular response to insulin stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032869	cellular response to insulin stimulus
http://purl.obolibrary.org/obo/GO_1901966	regulation of cellular response to iron ion starvation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010106	cellular response to iron ion starvation
http://purl.obolibrary.org/obo/GO_1903972	regulation of cellular response to macrophage colony-stimulating factor stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0036006	cellular response to macrophage colony-stimulating factor stimulus
http://purl.obolibrary.org/obo/GO_1905802	regulation of cellular response to manganese ion	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071287	cellular response to manganese ion
http://purl.obolibrary.org/obo/GO_0106049	regulation of cellular response to osmotic stress	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071470	cellular response to osmotic stress
http://purl.obolibrary.org/obo/GO_1900407	regulation of cellular response to oxidative stress	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034599	cellular response to oxidative stress
http://purl.obolibrary.org/obo/GO_1905846	regulation of cellular response to oxidopamine	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1905842	cellular response to oxidopamine
http://purl.obolibrary.org/obo/GO_0140255	regulation of cellular response to phosphate starvation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0016036	cellular response to phosphate starvation
http://purl.obolibrary.org/obo/GO_0080135	regulation of cellular response to stress	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0033554	cellular response to stress
http://purl.obolibrary.org/obo/GO_2000654	regulation of cellular response to testosterone stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071394	cellular response to testosterone stimulus
http://purl.obolibrary.org/obo/GO_1903844	regulation of cellular response to transforming growth factor beta stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071560	cellular response to transforming growth factor beta stimulus
http://purl.obolibrary.org/obo/GO_1902547	regulation of cellular response to vascular endothelial growth factor stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035924	cellular response to vascular endothelial growth factor stimulus
http://purl.obolibrary.org/obo/GO_1905890	regulation of cellular response to very-low-density lipoprotein particle stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090731	cellular response to very-low-density lipoprotein particle stimulus
http://purl.obolibrary.org/obo/GO_2000772	regulation of cellular senescence	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0090398	cellular senescence
http://purl.obolibrary.org/obo/GO_2001006	regulation of cellulose biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030244	cellulose biosynthetic process
http://purl.obolibrary.org/obo/GO_2000997	regulation of cellulose catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030245	cellulose catabolic process
http://purl.obolibrary.org/obo/GO_1900503	regulation of cellulosome assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0044575	cellulosome assembly
http://purl.obolibrary.org/obo/GO_0002914	regulation of central B cell anergy	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002341	central B cell anergy
http://purl.obolibrary.org/obo/GO_0002898	regulation of central B cell deletion	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002342	central B cell deletion
http://purl.obolibrary.org/obo/GO_0002895	regulation of central B cell tolerance induction	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002510	central B cell tolerance induction
http://purl.obolibrary.org/obo/GO_0002646	regulation of central tolerance induction	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002508	central tolerance induction
http://purl.obolibrary.org/obo/GO_1903722	regulation of centriole elongation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061511	centriole elongation
http://purl.obolibrary.org/obo/GO_0046599	regulation of centriole replication	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007099	centriole replication
http://purl.obolibrary.org/obo/GO_0030997	regulation of centriole-centriole cohesion	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010457	centriole-centriole cohesion
http://purl.obolibrary.org/obo/GO_0090230	regulation of centromere complex assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034508	centromere complex assembly
http://purl.obolibrary.org/obo/GO_0070602	regulation of centromeric sister chromatid cohesion	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070601	centromeric sister chromatid cohesion
http://purl.obolibrary.org/obo/GO_0046605	regulation of centrosome cycle	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007098	centrosome cycle
http://purl.obolibrary.org/obo/GO_0010824	regulation of centrosome duplication	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051298	centrosome duplication
http://purl.obolibrary.org/obo/GO_2000303	regulation of ceramide biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0046513	ceramide biosynthetic process
http://purl.obolibrary.org/obo/GO_0021936	regulation of cerebellar granule cell precursor proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0021930	cerebellar granule cell precursor proliferation
http://purl.obolibrary.org/obo/GO_1905079	regulation of cerebellar neuron development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0098749	cerebellar neuron development
http://purl.obolibrary.org/obo/GO_0120276	regulation of cerebral blood circulation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0120275	cerebral blood circulation
http://purl.obolibrary.org/obo/GO_1900646	regulation of chanoclavine-I aldehyde biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1900569	chanoclavine-I aldehyde biosynthetic process
http://purl.obolibrary.org/obo/GO_1904714	regulation of chaperone-mediated autophagy	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061684	chaperone-mediated autophagy
http://purl.obolibrary.org/obo/GO_0090034	regulation of chaperone-mediated protein complex assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051131	chaperone-mediated protein complex assembly
http://purl.obolibrary.org/obo/GO_1903644	regulation of chaperone-mediated protein folding	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061077	chaperone-mediated protein folding
http://purl.obolibrary.org/obo/GO_0071652	regulation of chemokine (C-C motif) ligand 1 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071610	chemokine (C-C motif) ligand 1 production
http://purl.obolibrary.org/obo/GO_1903884	regulation of chemokine (C-C motif) ligand 20 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0036392	chemokine (C-C motif) ligand 20 production
http://purl.obolibrary.org/obo/GO_0071643	regulation of chemokine (C-C motif) ligand 4 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071606	chemokine (C-C motif) ligand 4 production
http://purl.obolibrary.org/obo/GO_0071649	regulation of chemokine (C-C motif) ligand 5 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071609	chemokine (C-C motif) ligand 5 production
http://purl.obolibrary.org/obo/GO_0035531	regulation of chemokine (C-C motif) ligand 6 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035530	chemokine (C-C motif) ligand 6 production
http://purl.obolibrary.org/obo/GO_2000338	regulation of chemokine (C-X-C motif) ligand 1 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072566	chemokine (C-X-C motif) ligand 1 production
http://purl.obolibrary.org/obo/GO_2000341	regulation of chemokine (C-X-C motif) ligand 2 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072567	chemokine (C-X-C motif) ligand 2 production
http://purl.obolibrary.org/obo/GO_0035394	regulation of chemokine (C-X-C motif) ligand 9 production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0035393	chemokine (C-X-C motif) ligand 9 production
http://purl.obolibrary.org/obo/GO_0032642	regulation of chemokine production	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032602	chemokine production
http://purl.obolibrary.org/obo/GO_0070099	regulation of chemokine-mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070098	chemokine-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_1904365	regulation of chemokinesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042466	chemokinesis
http://purl.obolibrary.org/obo/GO_0050920	regulation of chemotaxis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006935	chemotaxis
http://purl.obolibrary.org/obo/GO_1904552	regulation of chemotaxis to arachidonic acid	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034670	chemotaxis to arachidonic acid
http://purl.obolibrary.org/obo/GO_0032883	regulation of chitin biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006031	chitin biosynthetic process
http://purl.obolibrary.org/obo/GO_0032882	regulation of chitin metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006030	chitin metabolic process
http://purl.obolibrary.org/obo/GO_0007564	regulation of chitin-based cuticle tanning	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007593	chitin-based cuticle sclerotization
http://purl.obolibrary.org/obo/GO_2001225	regulation of chloride transport	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006821	chloride transport
http://purl.obolibrary.org/obo/GO_0010380	regulation of chlorophyll biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0015995	chlorophyll biosynthetic process
http://purl.obolibrary.org/obo/GO_0010271	regulation of chlorophyll catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0015996	chlorophyll catabolic process
http://purl.obolibrary.org/obo/GO_0090056	regulation of chlorophyll metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0015994	chlorophyll metabolic process
http://purl.obolibrary.org/obo/GO_1905192	regulation of chloroplast fission	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010020	chloroplast fission
http://purl.obolibrary.org/obo/GO_1904192	regulation of cholangiocyte apoptotic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1902488	cholangiocyte apoptotic process
http://purl.obolibrary.org/obo/GO_1904054	regulation of cholangiocyte proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1990705	cholangiocyte proliferation
http://purl.obolibrary.org/obo/GO_0045540	regulation of cholesterol biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006695	cholesterol biosynthetic process
http://purl.obolibrary.org/obo/GO_0010874	regulation of cholesterol efflux	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0033344	cholesterol efflux
http://purl.obolibrary.org/obo/GO_0060620	regulation of cholesterol import	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070508	cholesterol import
http://purl.obolibrary.org/obo/GO_0090181	regulation of cholesterol metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process
http://purl.obolibrary.org/obo/GO_0010885	regulation of cholesterol storage	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0010878	cholesterol storage
http://purl.obolibrary.org/obo/GO_0032374	regulation of cholesterol transport	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030301	cholesterol transport
http://purl.obolibrary.org/obo/GO_0061181	regulation of chondrocyte development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002063	chondrocyte development
http://purl.obolibrary.org/obo/GO_0032330	regulation of chondrocyte differentiation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002062	chondrocyte differentiation
http://purl.obolibrary.org/obo/GO_1902738	regulation of chondrocyte differentiation involved in endochondral bone morphogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0003413	chondrocyte differentiation involved in endochondral bone morphogenesis
http://purl.obolibrary.org/obo/GO_1903041	regulation of chondrocyte hypertrophy	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0003415	chondrocyte hypertrophy
http://purl.obolibrary.org/obo/GO_1901382	regulation of chorionic trophoblast cell proliferation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097360	chorionic trophoblast cell proliferation
http://purl.obolibrary.org/obo/GO_1902275	regulation of chromatin organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006325	chromatin organization
http://purl.obolibrary.org/obo/GO_0120264	regulation of chromosome attachment to the nuclear envelope	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0097240	chromosome attachment to the nuclear envelope
http://purl.obolibrary.org/obo/GO_0060623	regulation of chromosome condensation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030261	chromosome condensation
http://purl.obolibrary.org/obo/GO_0033044	regulation of chromosome organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051276	chromosome organization
http://purl.obolibrary.org/obo/GO_0051983	regulation of chromosome segregation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007059	chromosome segregation
http://purl.obolibrary.org/obo/GO_1905818	regulation of chromosome separation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0051304	chromosome separation
http://purl.obolibrary.org/obo/GO_0002676	regulation of chronic inflammatory response	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002544	chronic inflammatory response
http://purl.obolibrary.org/obo/GO_0002874	regulation of chronic inflammatory response to antigenic stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002439	chronic inflammatory response to antigenic stimulus
http://purl.obolibrary.org/obo/GO_0002880	regulation of chronic inflammatory response to non-antigenic stimulus	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0002545	chronic inflammatory response to non-antigenic stimulus
http://purl.obolibrary.org/obo/GO_0090320	regulation of chylomicron remnant clearance	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034382	chylomicron remnant clearance
http://purl.obolibrary.org/obo/GO_0090318	regulation of chylomicron remodeling	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0034371	chylomicron remodeling
http://purl.obolibrary.org/obo/GO_1902017	regulation of cilium assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0060271	cilium assembly
http://purl.obolibrary.org/obo/GO_0003352	regulation of cilium movement	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0003341	cilium movement
http://purl.obolibrary.org/obo/GO_0060295	regulation of cilium movement involved in cell motility	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0060294	cilium movement involved in cell motility
http://purl.obolibrary.org/obo/GO_1902019	regulation of cilium-dependent cell motility	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0060285	cilium-dependent cell motility
http://purl.obolibrary.org/obo/GO_0042752	regulation of circadian rhythm	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0007623	circadian rhythm
http://purl.obolibrary.org/obo/GO_0042749	regulation of circadian sleep/wake cycle	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042745	circadian sleep/wake cycle
http://purl.obolibrary.org/obo/GO_0042320	regulation of circadian sleep/wake cycle, REM sleep	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042747	circadian sleep/wake cycle, REM sleep
http://purl.obolibrary.org/obo/GO_0045188	regulation of circadian sleep/wake cycle, non-REM sleep	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042748	circadian sleep/wake cycle, non-REM sleep
http://purl.obolibrary.org/obo/GO_0045187	regulation of circadian sleep/wake cycle, sleep	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0050802	circadian sleep/wake cycle, sleep
http://purl.obolibrary.org/obo/GO_0010840	regulation of circadian sleep/wake cycle, wakefulness	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0042746	circadian sleep/wake cycle, wakefulness
http://purl.obolibrary.org/obo/GO_1903248	regulation of citrulline biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0019240	citrulline biosynthetic process
http://purl.obolibrary.org/obo/GO_1905443	regulation of clathrin coat assembly	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048268	clathrin coat assembly
http://purl.obolibrary.org/obo/GO_2000369	regulation of clathrin-dependent endocytosis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0072583	clathrin-dependent endocytosis
http://purl.obolibrary.org/obo/GO_0070796	regulation of cleistothecium development	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0070791	cleistothecium development
http://purl.obolibrary.org/obo/GO_0050818	regulation of coagulation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0050817	coagulation
http://purl.obolibrary.org/obo/GO_0106064	regulation of cobalamin metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0009235	cobalamin metabolic process
http://purl.obolibrary.org/obo/GO_0080020	regulation of coenzyme A biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0015937	coenzyme A biosynthetic process
http://purl.obolibrary.org/obo/GO_1900288	regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0052799	coenzyme F420-dependent bicyclic nitroimidazole catabolic process
http://purl.obolibrary.org/obo/GO_0071922	regulation of cohesin loading	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0071921	cohesin loading
http://purl.obolibrary.org/obo/GO_1905343	regulation of cohesin unloading	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0061774	cohesin unloading
http://purl.obolibrary.org/obo/GO_0120161	regulation of cold-induced thermogenesis	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0106106	cold-induced thermogenesis
http://purl.obolibrary.org/obo/GO_0032965	regulation of collagen biosynthetic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032964	collagen biosynthetic process
http://purl.obolibrary.org/obo/GO_0010710	regulation of collagen catabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030574	collagen catabolic process
http://purl.obolibrary.org/obo/GO_1904026	regulation of collagen fibril organization	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0030199	collagen fibril organization
http://purl.obolibrary.org/obo/GO_0010712	regulation of collagen metabolic process	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0032963	collagen metabolic process
http://purl.obolibrary.org/obo/GO_0048670	regulation of collateral sprouting	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048668	collateral sprouting
http://purl.obolibrary.org/obo/GO_0048696	regulation of collateral sprouting in absence of injury	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048669	collateral sprouting in absence of injury
http://purl.obolibrary.org/obo/GO_0048693	regulation of collateral sprouting of injured axon	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048674	collateral sprouting of injured axon
http://purl.obolibrary.org/obo/GO_0048683	regulation of collateral sprouting of intact axon in response to injury	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0048673	collateral sprouting of intact axon in response to injury
http://purl.obolibrary.org/obo/GO_1903814	regulation of collecting lymphatic vessel constriction	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1990192	collecting lymphatic vessel constriction
http://purl.obolibrary.org/obo/GO_1904341	regulation of colon smooth muscle contraction	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_1990765	colon smooth muscle contraction
http://purl.obolibrary.org/obo/GO_0030449	regulation of complement activation	http://purl.obolibrary.org/obo/GO_0065007	biological regulation	http://purl.obolibrary.org/obo/GO_0006956	complement activation
