defined_class	defined_class_label	target	target_label
http://purl.obolibrary.org/obo/GO_0010584	pollen exine formation	http://purl.obolibrary.org/obo/GO_0043668	exine
http://purl.obolibrary.org/obo/GO_0160030	pollen intine formation	http://purl.obolibrary.org/obo/GO_0043678	intine
http://purl.obolibrary.org/obo/GO_0010208	pollen wall assembly	http://purl.obolibrary.org/obo/GO_0043667	pollen wall
http://purl.obolibrary.org/obo/GO_0046931	pore complex assembly	http://purl.obolibrary.org/obo/GO_0046930	pore complex
http://purl.obolibrary.org/obo/GO_0036388	pre-replicative complex assembly	http://purl.obolibrary.org/obo/GO_0036387	pre-replicative complex
http://purl.obolibrary.org/obo/GO_0000913	preprophase band assembly	http://purl.obolibrary.org/obo/GO_0009574	preprophase band
http://purl.obolibrary.org/obo/GO_1904071	presynaptic active zone assembly	http://purl.obolibrary.org/obo/GO_0048786	presynaptic active zone
http://purl.obolibrary.org/obo/GO_0043248	proteasome assembly	http://purl.obolibrary.org/obo/GO_0000502	proteasome complex
http://purl.obolibrary.org/obo/GO_0080129	proteasome core complex assembly	http://purl.obolibrary.org/obo/GO_0005839	proteasome core complex
http://purl.obolibrary.org/obo/GO_0070682	proteasome regulatory particle assembly	http://purl.obolibrary.org/obo/GO_0005838	proteasome regulatory particle
http://purl.obolibrary.org/obo/GO_1902906	proteasome storage granule assembly	http://purl.obolibrary.org/obo/GO_0034515	proteasome storage granule
http://purl.obolibrary.org/obo/GO_0035362	protein-DNA ISRE complex assembly	http://purl.obolibrary.org/obo/GO_0097522	protein-DNA ISRE complex
http://purl.obolibrary.org/obo/GO_0065004	protein-DNA complex assembly	http://purl.obolibrary.org/obo/GO_0032993	protein-DNA complex
http://purl.obolibrary.org/obo/GO_0001116	protein-DNA-RNA complex assembly	http://purl.obolibrary.org/obo/GO_0001114	protein-DNA-RNA complex
http://purl.obolibrary.org/obo/GO_0065003	protein-containing complex assembly	http://purl.obolibrary.org/obo/GO_0032991	protein-containing complex
http://purl.obolibrary.org/obo/GO_0065005	protein-lipid complex assembly	http://purl.obolibrary.org/obo/GO_0032994	protein-lipid complex
http://purl.obolibrary.org/obo/GO_0043461	proton-transporting ATP synthase complex assembly	http://purl.obolibrary.org/obo/GO_0045259	proton-transporting ATP synthase complex
http://purl.obolibrary.org/obo/GO_0070070	proton-transporting V-type ATPase complex assembly	http://purl.obolibrary.org/obo/GO_0033176	proton-transporting V-type ATPase complex
http://purl.obolibrary.org/obo/GO_0070071	proton-transporting two-sector ATPase complex assembly	http://purl.obolibrary.org/obo/GO_0016469	proton-transporting two-sector ATPase complex
http://purl.obolibrary.org/obo/GO_0062163	pseudohyphal septin ring assembly	http://purl.obolibrary.org/obo/GO_0032170	pseudohyphal septin ring
http://purl.obolibrary.org/obo/GO_0031269	pseudopodium assembly	http://purl.obolibrary.org/obo/GO_0031143	pseudopodium
http://purl.obolibrary.org/obo/GO_1904270	pyroptosome complex assembly	http://purl.obolibrary.org/obo/GO_0061703	pyroptosome complex
http://purl.obolibrary.org/obo/GO_0034552	respiratory chain complex II assembly	http://purl.obolibrary.org/obo/GO_0045273	respiratory chain complex II
http://purl.obolibrary.org/obo/GO_0017062	respiratory chain complex III assembly	http://purl.obolibrary.org/obo/GO_0045275	respiratory chain complex III
http://purl.obolibrary.org/obo/GO_0008535	respiratory chain complex IV assembly	http://purl.obolibrary.org/obo/GO_0045277	respiratory chain complex IV
http://purl.obolibrary.org/obo/GO_0022618	ribonucleoprotein complex assembly	http://purl.obolibrary.org/obo/GO_1990904	ribonucleoprotein complex
http://purl.obolibrary.org/obo/GO_0000027	ribosomal large subunit assembly	http://purl.obolibrary.org/obo/GO_0015934	large ribosomal subunit
http://purl.obolibrary.org/obo/GO_0000028	ribosomal small subunit assembly	http://purl.obolibrary.org/obo/GO_0015935	small ribosomal subunit
http://purl.obolibrary.org/obo/GO_0042255	ribosome assembly	http://purl.obolibrary.org/obo/GO_0005840	ribosome
http://purl.obolibrary.org/obo/GO_0097343	ripoptosome assembly	http://purl.obolibrary.org/obo/GO_0097342	ripoptosome
http://purl.obolibrary.org/obo/GO_0097178	ruffle assembly	http://purl.obolibrary.org/obo/GO_0001726	ruffle
http://purl.obolibrary.org/obo/GO_0019991	septate junction assembly	http://purl.obolibrary.org/obo/GO_0005918	septate junction
http://purl.obolibrary.org/obo/GO_0000921	septin ring assembly	http://purl.obolibrary.org/obo/GO_0005940	septin ring
http://purl.obolibrary.org/obo/GO_0034294	sexual spore wall assembly	http://purl.obolibrary.org/obo/GO_0097514	sexual spore wall
http://purl.obolibrary.org/obo/GO_0071573	shelterin complex assembly	http://purl.obolibrary.org/obo/GO_0070187	shelterin complex
http://purl.obolibrary.org/obo/GO_0014866	skeletal myofibril assembly	http://purl.obolibrary.org/obo/GO_0098723	skeletal muscle myofibril
http://purl.obolibrary.org/obo/GO_0036060	slit diaphragm assembly	http://purl.obolibrary.org/obo/GO_0036057	slit diaphragm
http://purl.obolibrary.org/obo/GO_0000491	small nucleolar ribonucleoprotein complex assembly	http://purl.obolibrary.org/obo/GO_0005732	sno(s)RNA-containing ribonucleoprotein complex
http://purl.obolibrary.org/obo/GO_0034462	small-subunit processome assembly	http://purl.obolibrary.org/obo/GO_0032040	small-subunit processome
http://purl.obolibrary.org/obo/GO_0090528	smooth septate junction assembly	http://purl.obolibrary.org/obo/GO_0005920	smooth septate junction
http://purl.obolibrary.org/obo/GO_0051225	spindle assembly	http://purl.obolibrary.org/obo/GO_0005819	spindle
http://purl.obolibrary.org/obo/GO_0051255	spindle midzone assembly	http://purl.obolibrary.org/obo/GO_0051233	spindle midzone
http://purl.obolibrary.org/obo/GO_0030474	spindle pole body duplication	http://purl.obolibrary.org/obo/GO_0005816	spindle pole body
http://purl.obolibrary.org/obo/GO_1905355	spine apparatus assembly	http://purl.obolibrary.org/obo/GO_0097444	spine apparatus
http://purl.obolibrary.org/obo/GO_0000245	spliceosomal complex assembly	http://purl.obolibrary.org/obo/GO_0005681	spliceosomal complex
http://purl.obolibrary.org/obo/GO_0000387	spliceosomal snRNP assembly	http://purl.obolibrary.org/obo/GO_0097525	spliceosomal snRNP complex
http://purl.obolibrary.org/obo/GO_0000244	spliceosomal tri-snRNP complex assembly	http://purl.obolibrary.org/obo/GO_0097526	spliceosomal tri-snRNP complex
http://purl.obolibrary.org/obo/GO_0042244	spore wall assembly	http://purl.obolibrary.org/obo/GO_0031160	spore wall
http://purl.obolibrary.org/obo/GO_0044574	starch utilization system complex assembly	http://purl.obolibrary.org/obo/GO_0044570	starch utilization system complex
http://purl.obolibrary.org/obo/GO_0043149	stress fiber assembly	http://purl.obolibrary.org/obo/GO_0001725	stress fiber
http://purl.obolibrary.org/obo/GO_0034063	stress granule assembly	http://purl.obolibrary.org/obo/GO_0010494	cytoplasmic stress granule
http://purl.obolibrary.org/obo/GO_0071688	striated muscle myosin thick filament assembly	http://purl.obolibrary.org/obo/GO_0005863	striated muscle myosin thick filament
http://purl.obolibrary.org/obo/GO_0007130	synaptonemal complex assembly	http://purl.obolibrary.org/obo/GO_0000795	synaptonemal complex
http://purl.obolibrary.org/obo/GO_1904868	telomerase catalytic core complex assembly	http://purl.obolibrary.org/obo/GO_0000333	telomerase catalytic core complex
http://purl.obolibrary.org/obo/GO_1905323	telomerase holoenzyme complex assembly	http://purl.obolibrary.org/obo/GO_0005697	telomerase holoenzyme complex
http://purl.obolibrary.org/obo/GO_0032202	telomere assembly	http://purl.obolibrary.org/obo/GO_0000781	chromosome, telomeric region
http://purl.obolibrary.org/obo/GO_1905324	telomere-telomerase complex assembly	http://purl.obolibrary.org/obo/GO_0070565	telomere-telomerase complex
http://purl.obolibrary.org/obo/GO_1902896	terminal web assembly	http://purl.obolibrary.org/obo/GO_1990357	terminal web
http://purl.obolibrary.org/obo/GO_0120192	tight junction assembly	http://purl.obolibrary.org/obo/GO_0070160	tight junction
http://purl.obolibrary.org/obo/GO_0070217	transcription factor TFIIIB complex assembly	http://purl.obolibrary.org/obo/GO_0000126	transcription factor TFIIIB complex
http://purl.obolibrary.org/obo/GO_0070897	transcription preinitiation complex assembly	http://purl.obolibrary.org/obo/GO_0097550	transcription preinitiation complex
http://purl.obolibrary.org/obo/GO_1904274	tricellular tight junction assembly	http://purl.obolibrary.org/obo/GO_0061689	tricellular tight junction
http://purl.obolibrary.org/obo/GO_1905499	trichome papilla formation	http://purl.obolibrary.org/obo/GO_0090705	trichome papilla
http://purl.obolibrary.org/obo/GO_0007021	tubulin complex assembly	http://purl.obolibrary.org/obo/GO_0045298	tubulin complex
http://purl.obolibrary.org/obo/GO_0140623	type I pilus assembly	http://purl.obolibrary.org/obo/GO_0140621	type I pilus
http://purl.obolibrary.org/obo/GO_0043683	type IV pilus assembly	http://purl.obolibrary.org/obo/GO_0044096	type IV pilus
http://purl.obolibrary.org/obo/GO_0034460	uropod assembly	http://purl.obolibrary.org/obo/GO_0001931	uropod
http://purl.obolibrary.org/obo/GO_0070072	vacuolar proton-transporting V-type ATPase complex assembly	http://purl.obolibrary.org/obo/GO_0016471	vacuolar proton-transporting V-type ATPase complex
http://purl.obolibrary.org/obo/GO_0034379	very-low-density lipoprotein particle assembly	http://purl.obolibrary.org/obo/GO_0034361	very-low-density lipoprotein particle
http://purl.obolibrary.org/obo/GO_0070978	voltage-gated calcium channel complex assembly	http://purl.obolibrary.org/obo/GO_0005891	voltage-gated calcium channel complex
http://purl.obolibrary.org/obo/GO_0045186	zonula adherens assembly	http://purl.obolibrary.org/obo/GO_0005915	zonula adherens
