defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/GO_1901234	positive regulation of convergent extension involved in axis elongation	http://purl.obolibrary.org/obo/GO_0060028	convergent extension involved in axis elongation
http://purl.obolibrary.org/obo/GO_1904105	positive regulation of convergent extension involved in gastrulation	http://purl.obolibrary.org/obo/GO_0060027	convergent extension involved in gastrulation
http://purl.obolibrary.org/obo/GO_1904132	positive regulation of convergent extension involved in neural plate elongation	http://purl.obolibrary.org/obo/GO_0022007	convergent extension involved in neural plate elongation
http://purl.obolibrary.org/obo/GO_1904138	positive regulation of convergent extension involved in notochord morphogenesis	http://purl.obolibrary.org/obo/GO_1904126	convergent extension involved in notochord morphogenesis
http://purl.obolibrary.org/obo/GO_1904135	positive regulation of convergent extension involved in rhombomere morphogenesis	http://purl.obolibrary.org/obo/GO_1904125	convergent extension involved in rhombomere morphogenesis
http://purl.obolibrary.org/obo/GO_1904129	positive regulation of convergent extension involved in somitogenesis	http://purl.obolibrary.org/obo/GO_0090246	convergent extension involved in somitogenesis
http://purl.obolibrary.org/obo/GO_1902313	positive regulation of copper ion transmembrane transport	http://purl.obolibrary.org/obo/GO_0035434	copper ion transmembrane transport
http://purl.obolibrary.org/obo/GO_1900863	positive regulation of cordyol C biosynthetic process	http://purl.obolibrary.org/obo/GO_1900799	cordyol C biosynthetic process
http://purl.obolibrary.org/obo/GO_1904798	positive regulation of core promoter binding	http://purl.obolibrary.org/obo/GO_0001046	core promoter sequence-specific DNA binding
http://purl.obolibrary.org/obo/GO_0060727	positive regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0060724	coreceptor activity involved in epidermal growth factor receptor signaling pathway
http://purl.obolibrary.org/obo/GO_1905717	positive regulation of cornification	http://purl.obolibrary.org/obo/GO_0070268	cornification
http://purl.obolibrary.org/obo/GO_2000848	positive regulation of corticosteroid hormone secretion	http://purl.obolibrary.org/obo/GO_0035930	corticosteroid hormone secretion
http://purl.obolibrary.org/obo/GO_2000854	positive regulation of corticosterone secretion	http://purl.obolibrary.org/obo/GO_0035934	corticosterone secretion
http://purl.obolibrary.org/obo/GO_0051461	positive regulation of corticotropin secretion	http://purl.obolibrary.org/obo/GO_0051458	corticotropin secretion
http://purl.obolibrary.org/obo/GO_1900012	positive regulation of corticotropin-releasing hormone receptor activity	http://purl.obolibrary.org/obo/GO_0043404	corticotropin-releasing hormone receptor activity
http://purl.obolibrary.org/obo/GO_0051466	positive regulation of corticotropin-releasing hormone secretion	http://purl.obolibrary.org/obo/GO_0043396	corticotropin-releasing hormone secretion
http://purl.obolibrary.org/obo/GO_2000066	positive regulation of cortisol biosynthetic process	http://purl.obolibrary.org/obo/GO_0034651	cortisol biosynthetic process
http://purl.obolibrary.org/obo/GO_0051464	positive regulation of cortisol secretion	http://purl.obolibrary.org/obo/GO_0043400	cortisol secretion
http://purl.obolibrary.org/obo/GO_1905409	positive regulation of creatine transmembrane transporter activity	http://purl.obolibrary.org/obo/GO_0005308	creatine transmembrane transporter activity
http://purl.obolibrary.org/obo/GO_1903852	positive regulation of cristae formation	http://purl.obolibrary.org/obo/GO_0042407	cristae formation
http://purl.obolibrary.org/obo/GO_0042691	positive regulation of crystal cell differentiation	http://purl.obolibrary.org/obo/GO_0042688	crystal cell differentiation
http://purl.obolibrary.org/obo/GO_0045594	positive regulation of cumulus cell differentiation	http://purl.obolibrary.org/obo/GO_0001549	cumulus cell differentiation
http://purl.obolibrary.org/obo/GO_0048081	positive regulation of cuticle pigmentation	http://purl.obolibrary.org/obo/GO_0048067	cuticle pigmentation
http://purl.obolibrary.org/obo/GO_1901959	positive regulation of cutin biosynthetic process	http://purl.obolibrary.org/obo/GO_0010143	cutin biosynthetic process
http://purl.obolibrary.org/obo/GO_0048783	positive regulation of cyanophore differentiation	http://purl.obolibrary.org/obo/GO_0048774	cyanophore differentiation
http://purl.obolibrary.org/obo/GO_0031281	positive regulation of cyclase activity	http://purl.obolibrary.org/obo/GO_0009975	cyclase activity
http://purl.obolibrary.org/obo/GO_1902161	positive regulation of cyclic nucleotide-gated ion channel activity	http://purl.obolibrary.org/obo/GO_0043855	cyclic nucleotide-gated ion channel activity
http://purl.obolibrary.org/obo/GO_0051343	positive regulation of cyclic-nucleotide phosphodiesterase activity	http://purl.obolibrary.org/obo/GO_0004112	cyclic-nucleotide phosphodiesterase activity
http://purl.obolibrary.org/obo/GO_1904031	positive regulation of cyclin-dependent protein kinase activity	http://purl.obolibrary.org/obo/GO_0097472	cyclin-dependent protein kinase activity
http://purl.obolibrary.org/obo/GO_0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	http://purl.obolibrary.org/obo/GO_0004693	cyclin-dependent protein serine/threonine kinase activity
http://purl.obolibrary.org/obo/GO_2000959	positive regulation of cyclodextrin catabolic process	http://purl.obolibrary.org/obo/GO_2000901	cyclodextrin catabolic process
http://purl.obolibrary.org/obo/GO_2000956	positive regulation of cyclodextrin metabolic process	http://purl.obolibrary.org/obo/GO_2000900	cyclodextrin metabolic process
http://purl.obolibrary.org/obo/GO_1904043	positive regulation of cystathionine beta-synthase activity	http://purl.obolibrary.org/obo/GO_0004122	cystathionine beta-synthase activity
http://purl.obolibrary.org/obo/GO_1901496	positive regulation of cysteine metabolic process	http://purl.obolibrary.org/obo/GO_0006534	cysteine metabolic process
http://purl.obolibrary.org/obo/GO_2001056	positive regulation of cysteine-type endopeptidase activity	http://purl.obolibrary.org/obo/GO_0004197	cysteine-type endopeptidase activity
http://purl.obolibrary.org/obo/GO_0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	http://purl.obolibrary.org/obo/GO_0097153	cysteine-type endopeptidase activity involved in apoptotic process
http://purl.obolibrary.org/obo/GO_2001269	positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	http://purl.obolibrary.org/obo/GO_0097199	cysteine-type endopeptidase activity involved in apoptotic signaling pathway
http://purl.obolibrary.org/obo/GO_2001272	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	http://purl.obolibrary.org/obo/GO_0097200	cysteine-type endopeptidase activity involved in execution phase of apoptosis
http://purl.obolibrary.org/obo/GO_1904960	positive regulation of cytochrome-c oxidase activity	http://purl.obolibrary.org/obo/GO_0004129	cytochrome-c oxidase activity
http://purl.obolibrary.org/obo/GO_0060301	positive regulation of cytokine activity	http://purl.obolibrary.org/obo/GO_0005125	cytokine activity
http://purl.obolibrary.org/obo/GO_0001819	positive regulation of cytokine production	http://purl.obolibrary.org/obo/GO_0001816	cytokine production
http://purl.obolibrary.org/obo/GO_0002720	positive regulation of cytokine production involved in immune response	http://purl.obolibrary.org/obo/GO_0002367	cytokine production involved in immune response
http://purl.obolibrary.org/obo/GO_1900017	positive regulation of cytokine production involved in inflammatory response	http://purl.obolibrary.org/obo/GO_0002534	cytokine production involved in inflammatory response
http://purl.obolibrary.org/obo/GO_0001961	positive regulation of cytokine-mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0019221	cytokine-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_0032467	positive regulation of cytokinesis	http://purl.obolibrary.org/obo/GO_0000910	cytokinesis
http://purl.obolibrary.org/obo/GO_2000433	positive regulation of cytokinesis, actomyosin contractile ring assembly	http://purl.obolibrary.org/obo/GO_0000915	actomyosin contractile ring assembly
http://purl.obolibrary.org/obo/GO_2000076	positive regulation of cytokinesis, site selection	http://purl.obolibrary.org/obo/GO_0007105	cytokinesis, site selection
http://purl.obolibrary.org/obo/GO_0080038	positive regulation of cytokinin-activated signaling pathway	http://purl.obolibrary.org/obo/GO_0009736	cytokinin-activated signaling pathway
http://purl.obolibrary.org/obo/GO_0045919	positive regulation of cytolysis	http://purl.obolibrary.org/obo/GO_0019835	cytolysis
http://purl.obolibrary.org/obo/GO_0001900	positive regulation of cytolysis by symbiont of host cells	http://purl.obolibrary.org/obo/GO_0001897	cytolysis by symbiont of host cells
http://purl.obolibrary.org/obo/GO_0051714	positive regulation of cytolysis in another organism	http://purl.obolibrary.org/obo/GO_0051715	cytolysis in another organism
http://purl.obolibrary.org/obo/GO_0010606	positive regulation of cytoplasmic mRNA processing body assembly	http://purl.obolibrary.org/obo/GO_0033962	P-body assembly
http://purl.obolibrary.org/obo/GO_2000767	positive regulation of cytoplasmic translation	http://purl.obolibrary.org/obo/GO_0002181	cytoplasmic translation
http://purl.obolibrary.org/obo/GO_1900249	positive regulation of cytoplasmic translational elongation	http://purl.obolibrary.org/obo/GO_0002182	cytoplasmic translational elongation
http://purl.obolibrary.org/obo/GO_1903272	positive regulation of cytoplasmic translational elongation through polyproline stretches	http://purl.obolibrary.org/obo/GO_0097622	cytoplasmic translational elongation through polyproline stretches
http://purl.obolibrary.org/obo/GO_1904690	positive regulation of cytoplasmic translational initiation	http://purl.obolibrary.org/obo/GO_0002183	cytoplasmic translational initiation
http://purl.obolibrary.org/obo/GO_1903651	positive regulation of cytoplasmic transport	http://purl.obolibrary.org/obo/GO_0016482	cytosolic transport
http://purl.obolibrary.org/obo/GO_0051495	positive regulation of cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0007010	cytoskeleton organization
http://purl.obolibrary.org/obo/GO_0043319	positive regulation of cytotoxic T cell degranulation	http://purl.obolibrary.org/obo/GO_0043316	cytotoxic T cell degranulation
http://purl.obolibrary.org/obo/GO_0045585	positive regulation of cytotoxic T cell differentiation	http://purl.obolibrary.org/obo/GO_0045065	cytotoxic T cell differentiation
http://purl.obolibrary.org/obo/GO_1903629	positive regulation of dUTP diphosphatase activity	http://purl.obolibrary.org/obo/GO_0004170	dUTP diphosphatase activity
http://purl.obolibrary.org/obo/GO_1905911	positive regulation of dauer entry	http://purl.obolibrary.org/obo/GO_0043053	dauer entry
http://purl.obolibrary.org/obo/GO_0061066	positive regulation of dauer larval development	http://purl.obolibrary.org/obo/GO_0040024	dauer larval development
http://purl.obolibrary.org/obo/GO_0090045	positive regulation of deacetylase activity	http://purl.obolibrary.org/obo/GO_0019213	deacetylase activity
http://purl.obolibrary.org/obo/GO_1901835	positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	http://purl.obolibrary.org/obo/GO_0031087	deadenylation-independent decapping of nuclear-transcribed mRNA
http://purl.obolibrary.org/obo/GO_2000294	positive regulation of defecation	http://purl.obolibrary.org/obo/GO_0030421	defecation
http://purl.obolibrary.org/obo/GO_2000748	positive regulation of defecation rhythm	http://purl.obolibrary.org/obo/GO_0035882	defecation rhythm
http://purl.obolibrary.org/obo/GO_0031349	positive regulation of defense response	http://purl.obolibrary.org/obo/GO_0006952	defense response
http://purl.obolibrary.org/obo/GO_1900426	positive regulation of defense response to bacterium	http://purl.obolibrary.org/obo/GO_0042742	defense response to bacterium
http://purl.obolibrary.org/obo/GO_1900367	positive regulation of defense response to insect	http://purl.obolibrary.org/obo/GO_0002213	defense response to insect
http://purl.obolibrary.org/obo/GO_1902290	positive regulation of defense response to oomycetes	http://purl.obolibrary.org/obo/GO_0002229	defense response to oomycetes
http://purl.obolibrary.org/obo/GO_1900651	positive regulation of dehydroaustinol biosynthetic process	http://purl.obolibrary.org/obo/GO_1900563	dehydroaustinol biosynthetic process
http://purl.obolibrary.org/obo/GO_2000842	positive regulation of dehydroepiandrosterone secretion	http://purl.obolibrary.org/obo/GO_0035942	dehydroepiandrosterone secretion
http://purl.obolibrary.org/obo/GO_1902261	positive regulation of delayed rectifier potassium channel activity	http://purl.obolibrary.org/obo/GO_0005251	delayed rectifier potassium channel activity
http://purl.obolibrary.org/obo/GO_1900654	positive regulation of demethylkotanin biosynthetic process	http://purl.obolibrary.org/obo/GO_1900599	demethylkotanin biosynthetic process
http://purl.obolibrary.org/obo/GO_1900006	positive regulation of dendrite development	http://purl.obolibrary.org/obo/GO_0016358	dendrite development
http://purl.obolibrary.org/obo/GO_1903861	positive regulation of dendrite extension	http://purl.obolibrary.org/obo/GO_0097484	dendrite extension
http://purl.obolibrary.org/obo/GO_0050775	positive regulation of dendrite morphogenesis	http://purl.obolibrary.org/obo/GO_0048813	dendrite morphogenesis
http://purl.obolibrary.org/obo/GO_0002606	positive regulation of dendritic cell antigen processing and presentation	http://purl.obolibrary.org/obo/GO_0002468	dendritic cell antigen processing and presentation
http://purl.obolibrary.org/obo/GO_2000670	positive regulation of dendritic cell apoptotic process	http://purl.obolibrary.org/obo/GO_0097048	dendritic cell apoptotic process
http://purl.obolibrary.org/obo/GO_2000510	positive regulation of dendritic cell chemotaxis	http://purl.obolibrary.org/obo/GO_0002407	dendritic cell chemotaxis
http://purl.obolibrary.org/obo/GO_0002732	positive regulation of dendritic cell cytokine production	http://purl.obolibrary.org/obo/GO_0002371	dendritic cell cytokine production
http://purl.obolibrary.org/obo/GO_2000549	positive regulation of dendritic cell dendrite assembly	http://purl.obolibrary.org/obo/GO_0097026	dendritic cell dendrite assembly
http://purl.obolibrary.org/obo/GO_2001200	positive regulation of dendritic cell differentiation	http://purl.obolibrary.org/obo/GO_0097028	dendritic cell differentiation
http://purl.obolibrary.org/obo/GO_0060999	positive regulation of dendritic spine development	http://purl.obolibrary.org/obo/GO_0060996	dendritic spine development
http://purl.obolibrary.org/obo/GO_1902952	positive regulation of dendritic spine maintenance	http://purl.obolibrary.org/obo/GO_0097062	dendritic spine maintenance
http://purl.obolibrary.org/obo/GO_0061003	positive regulation of dendritic spine morphogenesis	http://purl.obolibrary.org/obo/GO_0060997	dendritic spine morphogenesis
http://purl.obolibrary.org/obo/GO_2000707	positive regulation of dense core granule biogenesis	http://purl.obolibrary.org/obo/GO_0061110	dense core granule biogenesis
http://purl.obolibrary.org/obo/GO_1905415	positive regulation of dense core granule exocytosis	http://purl.obolibrary.org/obo/GO_1990504	dense core granule exocytosis
http://purl.obolibrary.org/obo/GO_1904811	positive regulation of dense core granule transport	http://purl.obolibrary.org/obo/GO_1901950	dense core granule transport
http://purl.obolibrary.org/obo/GO_0032077	positive regulation of deoxyribonuclease activity	http://purl.obolibrary.org/obo/GO_0004536	deoxyribonuclease activity
http://purl.obolibrary.org/obo/GO_0035306	positive regulation of dephosphorylation	http://purl.obolibrary.org/obo/GO_0016311	dephosphorylation
http://purl.obolibrary.org/obo/GO_0061184	positive regulation of dermatome development	http://purl.obolibrary.org/obo/GO_0061054	dermatome development
http://purl.obolibrary.org/obo/GO_2000972	positive regulation of detection of glucose	http://purl.obolibrary.org/obo/GO_0051594	detection of glucose
http://purl.obolibrary.org/obo/GO_1905789	positive regulation of detection of mechanical stimulus involved in sensory perception of touch	http://purl.obolibrary.org/obo/GO_0050976	detection of mechanical stimulus involved in sensory perception of touch
http://purl.obolibrary.org/obo/GO_2000017	positive regulation of determination of dorsal identity	http://purl.obolibrary.org/obo/GO_0048263	determination of dorsal identity
http://purl.obolibrary.org/obo/GO_0044129	positive regulation of development of symbiont in host	http://purl.obolibrary.org/obo/GO_0044114	development of symbiont in host
http://purl.obolibrary.org/obo/GO_0048639	positive regulation of developmental growth	http://purl.obolibrary.org/obo/GO_0048589	developmental growth
http://purl.obolibrary.org/obo/GO_0048087	positive regulation of developmental pigmentation	http://purl.obolibrary.org/obo/GO_0048066	developmental pigmentation
http://purl.obolibrary.org/obo/GO_0051094	positive regulation of developmental process	http://purl.obolibrary.org/obo/GO_0032502	developmental process
http://purl.obolibrary.org/obo/GO_1905615	positive regulation of developmental vegetative growth	http://purl.obolibrary.org/obo/GO_0080186	developmental vegetative growth
http://purl.obolibrary.org/obo/GO_1900482	positive regulation of diacylglycerol biosynthetic process	http://purl.obolibrary.org/obo/GO_0006651	diacylglycerol biosynthetic process
http://purl.obolibrary.org/obo/GO_1905689	positive regulation of diacylglycerol kinase activity	http://purl.obolibrary.org/obo/GO_0004143	diacylglycerol kinase activity
http://purl.obolibrary.org/obo/GO_0060456	positive regulation of digestive system process	http://purl.obolibrary.org/obo/GO_0022600	digestive system process
http://purl.obolibrary.org/obo/GO_1900657	positive regulation of diorcinol biosynthetic process	http://purl.obolibrary.org/obo/GO_1900572	diorcinol biosynthetic process
http://purl.obolibrary.org/obo/GO_2001150	positive regulation of dipeptide transmembrane transport	http://purl.obolibrary.org/obo/GO_0035442	dipeptide transmembrane transport
http://purl.obolibrary.org/obo/GO_2000880	positive regulation of dipeptide transport	http://purl.obolibrary.org/obo/GO_0042938	dipeptide transport
http://purl.obolibrary.org/obo/GO_1903356	positive regulation of distal tip cell migration	http://purl.obolibrary.org/obo/GO_0097628	distal tip cell migration
http://purl.obolibrary.org/obo/GO_0010973	positive regulation of division septum assembly	http://purl.obolibrary.org/obo/GO_0000917	division septum assembly
http://purl.obolibrary.org/obo/GO_1903181	positive regulation of dopamine biosynthetic process	http://purl.obolibrary.org/obo/GO_0042416	dopamine biosynthetic process
http://purl.obolibrary.org/obo/GO_0045964	positive regulation of dopamine metabolic process	http://purl.obolibrary.org/obo/GO_0042417	dopamine metabolic process
http://purl.obolibrary.org/obo/GO_0060161	positive regulation of dopamine receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0007212	dopamine receptor signaling pathway
http://purl.obolibrary.org/obo/GO_0033603	positive regulation of dopamine secretion	http://purl.obolibrary.org/obo/GO_0014046	dopamine secretion
http://purl.obolibrary.org/obo/GO_0051586	positive regulation of dopamine uptake involved in synaptic transmission	http://purl.obolibrary.org/obo/GO_0051583	dopamine uptake involved in synaptic transmission
http://purl.obolibrary.org/obo/GO_1904340	positive regulation of dopaminergic neuron differentiation	http://purl.obolibrary.org/obo/GO_0071542	dopaminergic neuron differentiation
http://purl.obolibrary.org/obo/GO_1905817	positive regulation of dorsal/ventral axon guidance	http://purl.obolibrary.org/obo/GO_0033563	dorsal/ventral axon guidance
http://purl.obolibrary.org/obo/GO_1900097	positive regulation of dosage compensation by inactivation of X chromosome	http://purl.obolibrary.org/obo/GO_0009048	dosage compensation by inactivation of X chromosome
http://purl.obolibrary.org/obo/GO_2000781	positive regulation of double-strand break repair	http://purl.obolibrary.org/obo/GO_0006302	double-strand break repair
http://purl.obolibrary.org/obo/GO_1905168	positive regulation of double-strand break repair via homologous recombination	http://purl.obolibrary.org/obo/GO_0000724	double-strand break repair via homologous recombination
http://purl.obolibrary.org/obo/GO_2001034	positive regulation of double-strand break repair via nonhomologous end joining	http://purl.obolibrary.org/obo/GO_0006303	double-strand break repair via nonhomologous end joining
http://purl.obolibrary.org/obo/GO_1905769	positive regulation of double-stranded telomeric DNA binding	http://purl.obolibrary.org/obo/GO_0003691	double-stranded telomeric DNA binding
http://purl.obolibrary.org/obo/GO_1904337	positive regulation of ductus arteriosus closure	http://purl.obolibrary.org/obo/GO_0097070	ductus arteriosus closure
http://purl.obolibrary.org/obo/GO_2000643	positive regulation of early endosome to late endosome transport	http://purl.obolibrary.org/obo/GO_0045022	early endosome to late endosome transport
http://purl.obolibrary.org/obo/GO_1902955	positive regulation of early endosome to recycling endosome transport	http://purl.obolibrary.org/obo/GO_0061502	early endosome to recycling endosome transport
http://purl.obolibrary.org/obo/GO_0050948	positive regulation of early stripe melanocyte differentiation	http://purl.obolibrary.org/obo/GO_0050933	early stripe melanocyte differentiation
http://purl.obolibrary.org/obo/GO_1904000	positive regulation of eating behavior	http://purl.obolibrary.org/obo/GO_0042755	eating behavior
http://purl.obolibrary.org/obo/GO_0120142	positive regulation of ecdysone receptor-mediated signaling pathway	http://purl.obolibrary.org/obo/GO_0035076	ecdysone receptor-mediated signaling pathway
http://purl.obolibrary.org/obo/GO_0045998	positive regulation of ecdysteroid biosynthetic process	http://purl.obolibrary.org/obo/GO_0045456	ecdysteroid biosynthetic process
http://purl.obolibrary.org/obo/GO_0045966	positive regulation of ecdysteroid metabolic process	http://purl.obolibrary.org/obo/GO_0045455	ecdysteroid metabolic process
http://purl.obolibrary.org/obo/GO_0046000	positive regulation of ecdysteroid secretion	http://purl.obolibrary.org/obo/GO_0045457	ecdysteroid secretion
http://purl.obolibrary.org/obo/GO_0045805	positive regulation of eclosion	http://purl.obolibrary.org/obo/GO_0007562	eclosion
http://purl.obolibrary.org/obo/GO_2000385	positive regulation of ectoderm development	http://purl.obolibrary.org/obo/GO_0007398	ectoderm development
http://purl.obolibrary.org/obo/GO_0051544	positive regulation of elastin biosynthetic process	http://purl.obolibrary.org/obo/GO_0051542	elastin biosynthetic process
http://purl.obolibrary.org/obo/GO_0110015	positive regulation of elastin catabolic process	http://purl.obolibrary.org/obo/GO_0060309	elastin catabolic process
http://purl.obolibrary.org/obo/GO_1904734	positive regulation of electron transfer activity	http://purl.obolibrary.org/obo/GO_0009055	electron transfer activity
http://purl.obolibrary.org/obo/GO_0045693	positive regulation of embryo sac central cell differentiation	http://purl.obolibrary.org/obo/GO_0009559	embryo sac central cell differentiation
http://purl.obolibrary.org/obo/GO_0045696	positive regulation of embryo sac egg cell differentiation	http://purl.obolibrary.org/obo/GO_0009560	embryo sac egg cell differentiation
http://purl.obolibrary.org/obo/GO_1902865	positive regulation of embryonic camera-type eye development	http://purl.obolibrary.org/obo/GO_0031076	embryonic camera-type eye development
http://purl.obolibrary.org/obo/GO_0040019	positive regulation of embryonic development	http://purl.obolibrary.org/obo/GO_0009790	embryo development
http://purl.obolibrary.org/obo/GO_1902877	positive regulation of embryonic pattern specification	http://purl.obolibrary.org/obo/GO_0009880	embryonic pattern specification
http://purl.obolibrary.org/obo/GO_1902764	positive regulation of embryonic skeletal joint development	http://purl.obolibrary.org/obo/GO_0072498	embryonic skeletal joint development
http://purl.obolibrary.org/obo/GO_1900663	positive regulation of emericellamide A biosynthetic process	http://purl.obolibrary.org/obo/GO_1900617	emericellamide A biosynthetic process
http://purl.obolibrary.org/obo/GO_1900660	positive regulation of emericellamide biosynthetic process	http://purl.obolibrary.org/obo/GO_1900557	emericellamide biosynthetic process
http://purl.obolibrary.org/obo/GO_1900836	positive regulation of emericellin biosynthetic process	http://purl.obolibrary.org/obo/GO_1900766	emericellin biosynthetic process
http://purl.obolibrary.org/obo/GO_1900666	positive regulation of emodin biosynthetic process	http://purl.obolibrary.org/obo/GO_1900575	emodin biosynthetic process
http://purl.obolibrary.org/obo/GO_0070175	positive regulation of enamel mineralization	http://purl.obolibrary.org/obo/GO_0070166	enamel mineralization
http://purl.obolibrary.org/obo/GO_0075228	positive regulation of encysted zoospore germination	http://purl.obolibrary.org/obo/GO_0075226	encysted zoospore germination
http://purl.obolibrary.org/obo/GO_0051423	positive regulation of endo-1,4-beta-xylanase activity	http://purl.obolibrary.org/obo/GO_0031176	endo-1,4-beta-xylanase activity
http://purl.obolibrary.org/obo/GO_0120075	positive regulation of endocardial cushion cell differentiation	http://purl.obolibrary.org/obo/GO_0061443	endocardial cushion cell differentiation
http://purl.obolibrary.org/obo/GO_0140051	positive regulation of endocardial cushion to mesenchymal transition	http://purl.obolibrary.org/obo/GO_0090500	endocardial cushion to mesenchymal transition
http://purl.obolibrary.org/obo/GO_2000802	positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation	http://purl.obolibrary.org/obo/GO_0003199	endocardial cushion to mesenchymal transition involved in heart valve formation
http://purl.obolibrary.org/obo/GO_1900669	positive regulation of endocrocin biosynthetic process	http://purl.obolibrary.org/obo/GO_1900602	endocrocin biosynthetic process
http://purl.obolibrary.org/obo/GO_2001137	positive regulation of endocytic recycling	http://purl.obolibrary.org/obo/GO_0032456	endocytic recycling
http://purl.obolibrary.org/obo/GO_0045807	positive regulation of endocytosis	http://purl.obolibrary.org/obo/GO_0006897	endocytosis
http://purl.obolibrary.org/obo/GO_0032079	positive regulation of endodeoxyribonuclease activity	http://purl.obolibrary.org/obo/GO_0004520	endodeoxyribonuclease activity
http://purl.obolibrary.org/obo/GO_1903226	positive regulation of endodermal cell differentiation	http://purl.obolibrary.org/obo/GO_0035987	endodermal cell differentiation
http://purl.obolibrary.org/obo/GO_0010950	positive regulation of endopeptidase activity	http://purl.obolibrary.org/obo/GO_0004175	endopeptidase activity
http://purl.obolibrary.org/obo/GO_1903917	positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation	http://purl.obolibrary.org/obo/GO_0036497	eIF2alpha dephosphorylation in response to endoplasmic reticulum stress
http://purl.obolibrary.org/obo/GO_1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	http://purl.obolibrary.org/obo/GO_0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
http://purl.obolibrary.org/obo/GO_1903373	positive regulation of endoplasmic reticulum tubular network organization	http://purl.obolibrary.org/obo/GO_0071786	endoplasmic reticulum tubular network organization
http://purl.obolibrary.org/obo/GO_1900103	positive regulation of endoplasmic reticulum unfolded protein response	http://purl.obolibrary.org/obo/GO_0030968	endoplasmic reticulum unfolded protein response
http://purl.obolibrary.org/obo/GO_1902380	positive regulation of endoribonuclease activity	http://purl.obolibrary.org/obo/GO_0004521	endoribonuclease activity
http://purl.obolibrary.org/obo/GO_1905363	positive regulation of endosomal vesicle fusion	http://purl.obolibrary.org/obo/GO_0034058	endosomal vesicle fusion
http://purl.obolibrary.org/obo/GO_1904980	positive regulation of endosome organization	http://purl.obolibrary.org/obo/GO_0007032	endosome organization
http://purl.obolibrary.org/obo/GO_1905751	positive regulation of endosome to plasma membrane protein transport	http://purl.obolibrary.org/obo/GO_0099638	endosome to plasma membrane protein transport
http://purl.obolibrary.org/obo/GO_1904989	positive regulation of endothelial cell activation	http://purl.obolibrary.org/obo/GO_0042118	endothelial cell activation
http://purl.obolibrary.org/obo/GO_2000353	positive regulation of endothelial cell apoptotic process	http://purl.obolibrary.org/obo/GO_0072577	endothelial cell apoptotic process
http://purl.obolibrary.org/obo/GO_2001028	positive regulation of endothelial cell chemotaxis	http://purl.obolibrary.org/obo/GO_0035767	endothelial cell chemotaxis
http://purl.obolibrary.org/obo/GO_2000546	positive regulation of endothelial cell chemotaxis to fibroblast growth factor	http://purl.obolibrary.org/obo/GO_0035768	endothelial cell chemotaxis to fibroblast growth factor
http://purl.obolibrary.org/obo/GO_1904859	positive regulation of endothelial cell chemotaxis to vascular endothelial growth factor	http://purl.obolibrary.org/obo/GO_0090668	endothelial cell chemotaxis to vascular endothelial growth factor
http://purl.obolibrary.org/obo/GO_1901552	positive regulation of endothelial cell development	http://purl.obolibrary.org/obo/GO_0001885	endothelial cell development
http://purl.obolibrary.org/obo/GO_0045603	positive regulation of endothelial cell differentiation	http://purl.obolibrary.org/obo/GO_0045446	endothelial cell differentiation
http://purl.obolibrary.org/obo/GO_0010595	positive regulation of endothelial cell migration	http://purl.obolibrary.org/obo/GO_0043542	endothelial cell migration
http://purl.obolibrary.org/obo/GO_0001938	positive regulation of endothelial cell proliferation	http://purl.obolibrary.org/obo/GO_0001935	endothelial cell proliferation
http://purl.obolibrary.org/obo/GO_1904906	positive regulation of endothelial cell-matrix adhesion via fibronectin	http://purl.obolibrary.org/obo/GO_0090674	endothelial cell-matrix adhesion via fibronectin
http://purl.obolibrary.org/obo/GO_2000337	positive regulation of endothelial microparticle formation	http://purl.obolibrary.org/obo/GO_0072565	endothelial microparticle formation
http://purl.obolibrary.org/obo/GO_1905956	positive regulation of endothelial tube morphogenesis	http://purl.obolibrary.org/obo/GO_0061154	endothelial tube morphogenesis
http://purl.obolibrary.org/obo/GO_1904472	positive regulation of endothelin production	http://purl.obolibrary.org/obo/GO_1990775	endothelin production
http://purl.obolibrary.org/obo/GO_1901076	positive regulation of engulfment of apoptotic cell	http://purl.obolibrary.org/obo/GO_0043652	engulfment of apoptotic cell
http://purl.obolibrary.org/obo/GO_1901544	positive regulation of ent-pimara-8(14),15-diene biosynthetic process	http://purl.obolibrary.org/obo/GO_1901541	ent-pimara-8(14),15-diene biosynthetic process
