defined_class	defined_class_label	process1	process1_label	process2	process2_label
http://purl.obolibrary.org/obo/GO_0061683	branching involved in seminal vesicle morphogenesis	http://purl.obolibrary.org/obo/GO_0061138	morphogenesis of a branching epithelium	http://purl.obolibrary.org/obo/GO_0061682	seminal vesicle morphogenesis
http://purl.obolibrary.org/obo/GO_0001658	branching involved in ureteric bud morphogenesis	http://purl.obolibrary.org/obo/GO_0001763	morphogenesis of a branching structure	http://purl.obolibrary.org/obo/GO_0060675	ureteric bud morphogenesis
http://purl.obolibrary.org/obo/GO_0061317	canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0060923	cardiac muscle cell fate commitment
http://purl.obolibrary.org/obo/GO_0061310	canonical Wnt signaling pathway involved in cardiac neural crest cell differentiation involved in heart development	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0061307	cardiac neural crest cell differentiation involved in heart development
http://purl.obolibrary.org/obo/GO_0061316	canonical Wnt signaling pathway involved in heart development	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0007507	heart development
http://purl.obolibrary.org/obo/GO_0061293	canonical Wnt signaling pathway involved in mesonephric nephron development	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0061215	mesonephric nephron development
http://purl.obolibrary.org/obo/GO_0061292	canonical Wnt signaling pathway involved in mesonephros development	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0001823	mesonephros development
http://purl.obolibrary.org/obo/GO_0061290	canonical Wnt signaling pathway involved in metanephric kidney development	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_0060823	canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0021999	neural plate anterior/posterior regionalization
http://purl.obolibrary.org/obo/GO_0044339	canonical Wnt signaling pathway involved in osteoblast differentiation	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0001649	osteoblast differentiation
http://purl.obolibrary.org/obo/GO_0044329	canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0022409	positive regulation of cell-cell adhesion
http://purl.obolibrary.org/obo/GO_0044330	canonical Wnt signaling pathway involved in positive regulation of wound healing	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0090303	positive regulation of wound healing
http://purl.obolibrary.org/obo/GO_0044340	canonical Wnt signaling pathway involved in regulation of cell proliferation	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation
http://purl.obolibrary.org/obo/GO_1905474	canonical Wnt signaling pathway involved in stem cell proliferation	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0072089	stem cell proliferation
http://purl.obolibrary.org/obo/GO_0061291	canonical Wnt signaling pathway involved in ureteric bud branching	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0001658	branching involved in ureteric bud morphogenesis
http://purl.obolibrary.org/obo/GO_0086002	cardiac muscle cell action potential involved in contraction	http://purl.obolibrary.org/obo/GO_0086001	cardiac muscle cell action potential	http://purl.obolibrary.org/obo/GO_0086003	cardiac muscle cell contraction
http://purl.obolibrary.org/obo/GO_0003245	cardiac muscle tissue growth involved in heart morphogenesis	http://purl.obolibrary.org/obo/GO_0055017	cardiac muscle tissue growth	http://purl.obolibrary.org/obo/GO_0003007	heart morphogenesis
http://purl.obolibrary.org/obo/GO_1900728	cardiac neural crest cell delamination involved in outflow tract morphogenesis	http://purl.obolibrary.org/obo/GO_0036036	cardiac neural crest cell delamination	http://purl.obolibrary.org/obo/GO_0003151	outflow tract morphogenesis
http://purl.obolibrary.org/obo/GO_0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	http://purl.obolibrary.org/obo/GO_0001755	neural crest cell migration	http://purl.obolibrary.org/obo/GO_0003151	outflow tract morphogenesis
http://purl.obolibrary.org/obo/GO_0002263	cell activation involved in immune response	http://purl.obolibrary.org/obo/GO_0001775	cell activation	http://purl.obolibrary.org/obo/GO_0006955	immune response
http://purl.obolibrary.org/obo/GO_0043708	cell adhesion involved in biofilm formation	http://purl.obolibrary.org/obo/GO_0031589	cell-substrate adhesion	http://purl.obolibrary.org/obo/GO_0042710	biofilm formation
http://purl.obolibrary.org/obo/GO_0061343	cell adhesion involved in heart morphogenesis	http://purl.obolibrary.org/obo/GO_0007155	cell adhesion	http://purl.obolibrary.org/obo/GO_0003007	heart morphogenesis
http://purl.obolibrary.org/obo/GO_0043710	cell adhesion involved in multi-species biofilm formation	http://purl.obolibrary.org/obo/GO_0031589	cell-substrate adhesion	http://purl.obolibrary.org/obo/GO_0044399	multi-species biofilm formation
http://purl.obolibrary.org/obo/GO_0043709	cell adhesion involved in single-species biofilm formation	http://purl.obolibrary.org/obo/GO_0031589	cell-substrate adhesion	http://purl.obolibrary.org/obo/GO_0044010	single-species biofilm formation
http://purl.obolibrary.org/obo/GO_0043707	cell adhesion involved in single-species biofilm formation in or on host organism	http://purl.obolibrary.org/obo/GO_0007155	cell adhesion	http://purl.obolibrary.org/obo/GO_0044407	single-species biofilm formation in or on host organism
http://purl.obolibrary.org/obo/GO_0120078	cell adhesion involved in sprouting angiogenesis	http://purl.obolibrary.org/obo/GO_0007155	cell adhesion	http://purl.obolibrary.org/obo/GO_0120077	angiogenic sprout fusion
http://purl.obolibrary.org/obo/GO_0061352	cell chemotaxis involved in Malpighian tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0060326	cell chemotaxis	http://purl.obolibrary.org/obo/GO_0007443	Malpighian tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0086064	cell communication by electrical coupling involved in cardiac conduction	http://purl.obolibrary.org/obo/GO_0010644	cell communication by electrical coupling	http://purl.obolibrary.org/obo/GO_0061337	cardiac conduction
http://purl.obolibrary.org/obo/GO_0086065	cell communication involved in cardiac conduction	http://purl.obolibrary.org/obo/GO_0007154	cell communication	http://purl.obolibrary.org/obo/GO_0061337	cardiac conduction
http://purl.obolibrary.org/obo/GO_0044786	cell cycle DNA replication	http://purl.obolibrary.org/obo/GO_0006261	DNA-dependent DNA replication	http://purl.obolibrary.org/obo/GO_0007049	cell cycle
http://purl.obolibrary.org/obo/GO_1902291	cell cycle DNA replication DNA ligation	http://purl.obolibrary.org/obo/GO_0006266	DNA ligation	http://purl.obolibrary.org/obo/GO_0044786	cell cycle DNA replication
http://purl.obolibrary.org/obo/GO_1902292	cell cycle DNA replication initiation	http://purl.obolibrary.org/obo/GO_0006270	DNA replication initiation	http://purl.obolibrary.org/obo/GO_0044786	cell cycle DNA replication
http://purl.obolibrary.org/obo/GO_1902298	cell cycle DNA replication maintenance of fidelity	http://purl.obolibrary.org/obo/GO_0045005	DNA-dependent DNA replication maintenance of fidelity	http://purl.obolibrary.org/obo/GO_0044786	cell cycle DNA replication
http://purl.obolibrary.org/obo/GO_1902294	cell cycle DNA replication termination	http://purl.obolibrary.org/obo/GO_0006274	DNA replication termination	http://purl.obolibrary.org/obo/GO_0044786	cell cycle DNA replication
http://purl.obolibrary.org/obo/GO_0022402	cell cycle process	http://purl.obolibrary.org/obo/GO_0009987	cellular process	http://purl.obolibrary.org/obo/GO_0007049	cell cycle
http://purl.obolibrary.org/obo/GO_0060706	cell differentiation involved in embryonic placenta development	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0001892	embryonic placenta development
http://purl.obolibrary.org/obo/GO_0061005	cell differentiation involved in kidney development	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0001822	kidney development
http://purl.obolibrary.org/obo/GO_0061208	cell differentiation involved in mesonephros development	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0001823	mesonephros development
http://purl.obolibrary.org/obo/GO_0072202	cell differentiation involved in metanephros development	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_0090679	cell differentiation involved in phenotypic switching	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0090677	reversible differentiation
http://purl.obolibrary.org/obo/GO_0039014	cell differentiation involved in pronephros development	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0048793	pronephros development
http://purl.obolibrary.org/obo/GO_0060689	cell differentiation involved in salivary gland development	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation	http://purl.obolibrary.org/obo/GO_0007431	salivary gland development
http://purl.obolibrary.org/obo/GO_0090254	cell elongation involved in imaginal disc-derived wing morphogenesis	http://purl.obolibrary.org/obo/GO_0009826	unidimensional cell growth	http://purl.obolibrary.org/obo/GO_0007476	imaginal disc-derived wing morphogenesis
http://purl.obolibrary.org/obo/GO_0060795	cell fate commitment involved in formation of primary germ layer	http://purl.obolibrary.org/obo/GO_0045165	cell fate commitment	http://purl.obolibrary.org/obo/GO_0001704	formation of primary germ layer
http://purl.obolibrary.org/obo/GO_0060581	cell fate commitment involved in pattern specification	http://purl.obolibrary.org/obo/GO_0045165	cell fate commitment	http://purl.obolibrary.org/obo/GO_0007389	pattern specification process
http://purl.obolibrary.org/obo/GO_0060582	cell fate determination involved in pattern specification	http://purl.obolibrary.org/obo/GO_0001709	cell fate determination	http://purl.obolibrary.org/obo/GO_0007389	pattern specification process
http://purl.obolibrary.org/obo/GO_0060573	cell fate specification involved in pattern specification	http://purl.obolibrary.org/obo/GO_0001708	cell fate specification	http://purl.obolibrary.org/obo/GO_0007389	pattern specification process
http://purl.obolibrary.org/obo/GO_0061335	cell growth involved in Malpighian tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0048588	developmental cell growth	http://purl.obolibrary.org/obo/GO_0007443	Malpighian tubule morphogenesis
http://purl.obolibrary.org/obo/GO_0061049	cell growth involved in cardiac muscle cell development	http://purl.obolibrary.org/obo/GO_0016049	cell growth	http://purl.obolibrary.org/obo/GO_0055013	cardiac muscle cell development
http://purl.obolibrary.org/obo/GO_0003273	cell migration involved in endocardial cushion formation	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0003272	endocardial cushion formation
http://purl.obolibrary.org/obo/GO_0042074	cell migration involved in gastrulation	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0007369	gastrulation
http://purl.obolibrary.org/obo/GO_0060973	cell migration involved in heart development	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0007507	heart development
http://purl.obolibrary.org/obo/GO_0060974	cell migration involved in heart formation	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0060914	heart formation
http://purl.obolibrary.org/obo/GO_0003305	cell migration involved in heart jogging	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0003146	heart jogging
http://purl.obolibrary.org/obo/GO_0035787	cell migration involved in kidney development	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0001822	kidney development
http://purl.obolibrary.org/obo/GO_0060619	cell migration involved in mammary placode formation	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0060596	mammary placode formation
http://purl.obolibrary.org/obo/GO_0090134	cell migration involved in mesendoderm migration	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0090133	mesendoderm migration
http://purl.obolibrary.org/obo/GO_0035788	cell migration involved in metanephros development	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_0060518	cell migration involved in prostatic bud elongation	http://purl.obolibrary.org/obo/GO_0010631	epithelial cell migration	http://purl.obolibrary.org/obo/GO_0060516	primary prostatic bud elongation
http://purl.obolibrary.org/obo/GO_0035441	cell migration involved in vasculogenesis	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0001570	vasculogenesis
http://purl.obolibrary.org/obo/GO_0003411	cell motility involved in camera-type eye morphogenesis	http://purl.obolibrary.org/obo/GO_0048870	cell motility	http://purl.obolibrary.org/obo/GO_0048593	camera-type eye morphogenesis
http://purl.obolibrary.org/obo/GO_0021814	cell motility involved in cerebral cortex radial glia guided migration	http://purl.obolibrary.org/obo/GO_0048870	cell motility	http://purl.obolibrary.org/obo/GO_0021801	cerebral cortex radial glia guided migration
http://purl.obolibrary.org/obo/GO_0021805	cell movement involved in somal translocation	http://purl.obolibrary.org/obo/GO_0048870	cell motility	http://purl.obolibrary.org/obo/GO_0021802	somal translocation
http://purl.obolibrary.org/obo/GO_0003295	cell proliferation involved in atrial ventricular junction remodeling	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0003294	atrial ventricular junction remodeling
http://purl.obolibrary.org/obo/GO_0035736	cell proliferation involved in compound eye morphogenesis	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0001745	compound eye morphogenesis
http://purl.obolibrary.org/obo/GO_0060722	cell proliferation involved in embryonic placenta development	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0001892	embryonic placenta development
http://purl.obolibrary.org/obo/GO_1905315	cell proliferation involved in endocardial cushion morphogenesis	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0003203	endocardial cushion morphogenesis
http://purl.obolibrary.org/obo/GO_0061323	cell proliferation involved in heart morphogenesis	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0003007	heart morphogenesis
http://purl.obolibrary.org/obo/GO_2000793	cell proliferation involved in heart valve development	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0003170	heart valve development
http://purl.obolibrary.org/obo/GO_0003249	cell proliferation involved in heart valve morphogenesis	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0003179	heart valve morphogenesis
http://purl.obolibrary.org/obo/GO_0090255	cell proliferation involved in imaginal disc-derived wing morphogenesis	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0007476	imaginal disc-derived wing morphogenesis
http://purl.obolibrary.org/obo/GO_0072111	cell proliferation involved in kidney development	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0001822	kidney development
http://purl.obolibrary.org/obo/GO_0061209	cell proliferation involved in mesonephros development	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0001823	mesonephros development
http://purl.obolibrary.org/obo/GO_0072203	cell proliferation involved in metanephros development	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_0021992	cell proliferation involved in neural plate elongation	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0014022	neural plate elongation
http://purl.obolibrary.org/obo/GO_0061325	cell proliferation involved in outflow tract morphogenesis	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0003151	outflow tract morphogenesis
http://purl.obolibrary.org/obo/GO_0039015	cell proliferation involved in pronephros development	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/GO_0048793	pronephros development
http://purl.obolibrary.org/obo/GO_0061334	cell rearrangement involved in Malpighian tubule morphogenesis	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/GO_0007443	Malpighian tubule morphogenesis
http://purl.obolibrary.org/obo/GO_1905114	cell surface receptor signaling pathway involved in cell-cell signaling	http://purl.obolibrary.org/obo/GO_0007166	cell surface receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling
http://purl.obolibrary.org/obo/GO_0061311	cell surface receptor signaling pathway involved in heart development	http://purl.obolibrary.org/obo/GO_0007166	cell surface receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0007507	heart development
http://purl.obolibrary.org/obo/GO_0060870	cell wall disassembly involved in floral organ abscission	http://purl.obolibrary.org/obo/GO_0044277	cell wall disassembly	http://purl.obolibrary.org/obo/GO_0010227	floral organ abscission
http://purl.obolibrary.org/obo/GO_0000196	cell wall integrity MAPK cascade	http://purl.obolibrary.org/obo/GO_0051403	stress-activated MAPK cascade	http://purl.obolibrary.org/obo/GO_0071554	cell wall organization or biogenesis
http://purl.obolibrary.org/obo/GO_0009830	cell wall modification involved in abscission	http://purl.obolibrary.org/obo/GO_0042545	cell wall modification	http://purl.obolibrary.org/obo/GO_0009838	abscission
http://purl.obolibrary.org/obo/GO_0009829	cell wall modification involved in fruit ripening	http://purl.obolibrary.org/obo/GO_0042545	cell wall modification	http://purl.obolibrary.org/obo/GO_0009835	fruit ripening
http://purl.obolibrary.org/obo/GO_0042547	cell wall modification involved in multidimensional cell growth	http://purl.obolibrary.org/obo/GO_0042545	cell wall modification	http://purl.obolibrary.org/obo/GO_0009825	multidimensional cell growth
http://purl.obolibrary.org/obo/GO_0070871	cell wall organization involved in conjugation with cellular fusion	http://purl.obolibrary.org/obo/GO_0071555	cell wall organization	http://purl.obolibrary.org/obo/GO_0000747	conjugation with cellular fusion
http://purl.obolibrary.org/obo/GO_0140039	cell-cell adhesion in response to extracellular stimulus	http://purl.obolibrary.org/obo/GO_0098609	cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0031668	cellular response to extracellular stimulus
http://purl.obolibrary.org/obo/GO_0021832	cell-cell adhesion involved in cerebral cortex tangential migration using cell-cell interactions	http://purl.obolibrary.org/obo/GO_0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://purl.obolibrary.org/obo/GO_0021823	cerebral cortex tangential migration using cell-cell interactions
http://purl.obolibrary.org/obo/GO_0090250	cell-cell adhesion involved in establishment of planar polarity	http://purl.obolibrary.org/obo/GO_0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://purl.obolibrary.org/obo/GO_0001736	establishment of planar polarity
http://purl.obolibrary.org/obo/GO_0070586	cell-cell adhesion involved in gastrulation	http://purl.obolibrary.org/obo/GO_0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://purl.obolibrary.org/obo/GO_0007369	gastrulation
http://purl.obolibrary.org/obo/GO_0060608	cell-cell adhesion involved in neural tube closure	http://purl.obolibrary.org/obo/GO_0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://purl.obolibrary.org/obo/GO_0001843	neural tube closure
http://purl.obolibrary.org/obo/GO_0021813	cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration	http://purl.obolibrary.org/obo/GO_0098742	cell-cell adhesion via plasma-membrane adhesion molecules	http://purl.obolibrary.org/obo/GO_0021812	neuronal-glial interaction involved in cerebral cortex radial glia guided migration
http://purl.obolibrary.org/obo/GO_0090125	cell-cell adhesion involved in synapse maturation	http://purl.obolibrary.org/obo/GO_0098609	cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0060074	synapse maturation
http://purl.obolibrary.org/obo/GO_0003385	cell-cell signaling involved in amphid sensory organ development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0003386	amphid sensory organ development
http://purl.obolibrary.org/obo/GO_0086019	cell-cell signaling involved in cardiac conduction	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0061337	cardiac conduction
http://purl.obolibrary.org/obo/GO_0045168	cell-cell signaling involved in cell fate commitment	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0045165	cell fate commitment
http://purl.obolibrary.org/obo/GO_0060995	cell-cell signaling involved in kidney development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0001822	kidney development
http://purl.obolibrary.org/obo/GO_0060495	cell-cell signaling involved in lung development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0030324	lung development
http://purl.obolibrary.org/obo/GO_0060764	cell-cell signaling involved in mammary gland development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0030879	mammary gland development
http://purl.obolibrary.org/obo/GO_0061210	cell-cell signaling involved in mesonephros development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0001823	mesonephros development
http://purl.obolibrary.org/obo/GO_0072204	cell-cell signaling involved in metanephros development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0001656	metanephros development
http://purl.obolibrary.org/obo/GO_0060673	cell-cell signaling involved in placenta development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0001890	placenta development
http://purl.obolibrary.org/obo/GO_0039016	cell-cell signaling involved in pronephros development	http://purl.obolibrary.org/obo/GO_0007267	cell-cell signaling	http://purl.obolibrary.org/obo/GO_0048793	pronephros development
http://purl.obolibrary.org/obo/GO_0003366	cell-matrix adhesion involved in ameboidal cell migration	http://purl.obolibrary.org/obo/GO_0007160	cell-matrix adhesion	http://purl.obolibrary.org/obo/GO_0001667	ameboidal-type cell migration
http://purl.obolibrary.org/obo/GO_0010927	cellular component assembly involved in morphogenesis	http://purl.obolibrary.org/obo/GO_0022607	cellular component assembly	http://purl.obolibrary.org/obo/GO_0009653	anatomical structure morphogenesis
http://purl.obolibrary.org/obo/GO_0006921	cellular component disassembly involved in execution phase of apoptosis	http://purl.obolibrary.org/obo/GO_0022411	cellular component disassembly	http://purl.obolibrary.org/obo/GO_0097194	execution phase of apoptosis
http://purl.obolibrary.org/obo/GO_0022412	cellular process involved in reproduction in multicellular organism	http://purl.obolibrary.org/obo/GO_0009987	cellular process	http://purl.obolibrary.org/obo/GO_0032504	multicellular organism reproduction
http://purl.obolibrary.org/obo/GO_1901538	changes to DNA methylation involved in embryo development	http://purl.obolibrary.org/obo/GO_0044728	DNA methylation or demethylation	http://purl.obolibrary.org/obo/GO_0009790	embryo development
http://purl.obolibrary.org/obo/GO_0061741	chaperone-mediated protein transport involved in chaperone-mediated autophagy	http://purl.obolibrary.org/obo/GO_0072321	chaperone-mediated protein transport	http://purl.obolibrary.org/obo/GO_0061684	chaperone-mediated autophagy
http://purl.obolibrary.org/obo/GO_0021835	chemoattraction involved in embryonic olfactory bulb interneuron precursor migration	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0021831	embryonic olfactory bulb interneuron precursor migration
http://purl.obolibrary.org/obo/GO_0021841	chemoattraction involved in interneuron migration from the subpallium to the cortex	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0021830	interneuron migration from the subpallium to the cortex
http://purl.obolibrary.org/obo/GO_0021951	chemoattraction involved in precerebellar neuron migration	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0021949	brainstem precerebellar neuron precursor migration
http://purl.obolibrary.org/obo/GO_0061642	chemoattraction of axon	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0007411	axon guidance
http://purl.obolibrary.org/obo/GO_0021792	chemoattraction of branchiomotor axon	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0021785	branchiomotor neuron axon guidance
http://purl.obolibrary.org/obo/GO_0036516	chemoattraction of dopaminergic neuron axon	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0036514	dopaminergic neuron axon guidance
http://purl.obolibrary.org/obo/GO_0036517	chemoattraction of serotonergic neuron axon	http://purl.obolibrary.org/obo/GO_0050918	positive chemotaxis	http://purl.obolibrary.org/obo/GO_0036515	serotonergic neuron axon guidance
http://purl.obolibrary.org/obo/GO_0021834	chemorepulsion involved in embryonic olfactory bulb interneuron precursor migration	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0021831	embryonic olfactory bulb interneuron precursor migration
http://purl.obolibrary.org/obo/GO_0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0021830	interneuron migration from the subpallium to the cortex
http://purl.obolibrary.org/obo/GO_0021836	chemorepulsion involved in postnatal olfactory bulb interneuron migration	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0021827	postnatal olfactory bulb interneuron migration
http://purl.obolibrary.org/obo/GO_0021950	chemorepulsion involved in precerebellar neuron migration	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0021949	brainstem precerebellar neuron precursor migration
http://purl.obolibrary.org/obo/GO_0061643	chemorepulsion of axon	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0007411	axon guidance
http://purl.obolibrary.org/obo/GO_0021793	chemorepulsion of branchiomotor axon	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0021785	branchiomotor neuron axon guidance
http://purl.obolibrary.org/obo/GO_0036518	chemorepulsion of dopaminergic neuron axon	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0036514	dopaminergic neuron axon guidance
http://purl.obolibrary.org/obo/GO_0036519	chemorepulsion of serotonergic neuron axon	http://purl.obolibrary.org/obo/GO_0050919	negative chemotaxis	http://purl.obolibrary.org/obo/GO_0036515	serotonergic neuron axon guidance
http://purl.obolibrary.org/obo/GO_0043577	chemotropism	http://purl.obolibrary.org/obo/GO_0009606	tropism	http://purl.obolibrary.org/obo/GO_0042221	response to chemical
http://purl.obolibrary.org/obo/GO_0050802	circadian sleep/wake cycle, sleep	http://purl.obolibrary.org/obo/GO_0030431	sleep	http://purl.obolibrary.org/obo/GO_0042745	circadian sleep/wake cycle
http://purl.obolibrary.org/obo/GO_0140025	contractile vacuole tethering involved in discharge	http://purl.obolibrary.org/obo/GO_0006903	vesicle targeting	http://purl.obolibrary.org/obo/GO_0070177	contractile vacuole discharge
http://purl.obolibrary.org/obo/GO_0060028	convergent extension involved in axis elongation	http://purl.obolibrary.org/obo/GO_0060026	convergent extension	http://purl.obolibrary.org/obo/GO_0003401	axis elongation
