defined_class	defined_class_label	taxon	taxon_label	source
GO:0042603	capsule	NCBITaxon:Union_0000020	Fungi or Bacteria	
GO:0042633	hair cycle	NCBITaxon:40674	Mammalia	
GO:0042649	prothylakoid	NCBITaxon:33090	Viridiplantae	
GO:0042650	prothylakoid membrane	NCBITaxon:33090	Viridiplantae	
GO:0042697	menopause	NCBITaxon:40674	Mammalia	
GO:0042698	ovulation cycle	NCBITaxon:2759	Eukaryota	
GO:0042716	plasma membrane-derived chromatophore	NCBITaxon:2	Bacteria	
GO:0042764	ascospore-type prospore	NCBITaxon:4890	Ascomycota	
GO:0042777	plasma membrane ATP synthesis coupled proton transport	NCBITaxon:Union_0000004	Prokaryota	
GO:0043009	chordate embryonic development	NCBITaxon:7711	Chordata	
GO:0043036	starch grain	NCBITaxon:33090	Viridiplantae	
GO:0043082	megagametophyte egg cell nucleus	NCBITaxon:33090	Viridiplantae	
GO:0043164	Gram-negative-bacterium-type cell wall biogenesis	NCBITaxon:2	Bacteria	
GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	NCBITaxon:2	Bacteria	
GO:0043190	ATP-binding cassette (ABC) transporter complex	NCBITaxon:131567	cellular organisms	
GO:0043209	myelin sheath	NCBITaxon:33208	Metazoa	
GO:0043473	pigmentation	NCBITaxon:131567	cellular organisms	
GO:0043590	bacterial nucleoid	NCBITaxon:2	Bacteria	
GO:0043591	endospore external encapsulating structure	NCBITaxon:2	Bacteria	
GO:0043595	endospore cortex	NCBITaxon:2	Bacteria	
GO:0043597	cytoplasmic replication fork	NCBITaxon:Union_0000004	Prokaryota	
GO:0043684	type IV secretion system complex	NCBITaxon:2	Bacteria	
GO:0043952	protein transport by the Sec complex	NCBITaxon:2	Bacteria	
GO:0044223	pirellulosome	NCBITaxon:2	Bacteria	
GO:0044312	crystalloid	NCBITaxon:5794	Apicomplexa	
GO:0044682	archaeal-specific GTP cyclohydrolase activity	NCBITaxon:2157	Archaea	
GO:0044770	cell cycle phase transition	NCBITaxon:2759	Eukaryota	
GO:0044781	bacterial-type flagellum organization	NCBITaxon:2	Bacteria	
GO:0044782	cilium organization	NCBITaxon:2759	Eukaryota	
GO:0044787	bacterial-type DNA replication	NCBITaxon:2	Bacteria	
GO:0044849	estrous cycle	NCBITaxon:32525	Theria <Mammalia>	
GO:0044850	menstrual cycle	NCBITaxon:9443	Primates	
GO:0045138	nematode male tail tip morphogenesis	NCBITaxon:6231	Nematoda	
GO:0045152	antisigma factor binding	NCBITaxon:2	Bacteria	
GO:0045170	spectrosome	NCBITaxon:6656	Arthropoda	
GO:0045172	germline ring canal	NCBITaxon:6656	Arthropoda	
GO:0045202	synapse	NCBITaxon:33208	Metazoa	
GO:0045246	cytosolic tricarboxylic acid cycle enzyme complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0045247	cytosolic electron transfer flavoprotein complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0045248	cytosolic oxoglutarate dehydrogenase complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0045249	cytosol pyruvate dehydrogenase (lipoamide) phosphatase complex	NCBITaxon:Union_0000004	Prokaryota	
GO:0045258	plasma membrane succinate dehydrogenase complex (ubiquinone)	NCBITaxon:Union_0000004	Prokaryota	
GO:0045260	plasma membrane proton-transporting ATP synthase complex	NCBITaxon:2	Bacteria	
GO:0045314	regulation of compound eye photoreceptor development	NCBITaxon:6656	Arthropoda	
GO:0045498	sex comb development	NCBITaxon:50557	Insecta	
GO:0045688	regulation of antipodal cell differentiation	NCBITaxon:3398	Magnoliophyta	
GO:0045691	regulation of embryo sac central cell differentiation	NCBITaxon:3398	Magnoliophyta	
GO:0045694	regulation of embryo sac egg cell differentiation	NCBITaxon:3398	Magnoliophyta	
GO:0045697	regulation of synergid differentiation	NCBITaxon:3398	Magnoliophyta	
GO:0046594	maintenance of pole plasm mRNA location	NCBITaxon:33208	Metazoa	
GO:0046595	establishment of pole plasm mRNA localization	NCBITaxon:6656	Arthropoda	
GO:0046858	chlorosome	NCBITaxon:Union_0000004	Prokaryota	
GO:0047270	lipopolysaccharide glucosyltransferase II activity	NCBITaxon:2	Bacteria	
GO:0048010	vascular endothelial growth factor receptor signaling pathway	NCBITaxon:6072	Eumetazoa	
GO:0048046	apoplast	NCBITaxon:33090	Viridiplantae	
GO:0048065	male courtship behavior, veined wing extension	NCBITaxon:6656	Arthropoda	
GO:0048072	compound eye pigmentation	NCBITaxon:6656	Arthropoda	
GO:0048085	adult chitin-containing cuticle pigmentation	NCBITaxon:6656	Arthropoda	
GO:0048102	autophagic cell death	NCBITaxon:2759	Eukaryota	
GO:0048132	female germ-line stem cell asymmetric division	NCBITaxon:6656	Arthropoda	
GO:0048138	germ-line cyst encapsulation	NCBITaxon:50557	Insecta	
GO:0048158	oogonium stage	NCBITaxon:40674	Mammalia	
GO:0048160	primary follicle stage	NCBITaxon:40674	Mammalia	
GO:0048161	double layer follicle stage	NCBITaxon:40674	Mammalia	
GO:0048162	multi-layer follicle stage	NCBITaxon:40674	Mammalia	
GO:0048163	scattered antral spaces stage	NCBITaxon:40674	Mammalia	
GO:0048164	distinct antral spaces stage	NCBITaxon:40674	Mammalia	
GO:0048165	fused antrum stage	NCBITaxon:40674	Mammalia	
GO:0048166	mature follicle stage	NCBITaxon:40674	Mammalia	
GO:0048217	pectic matrix	NCBITaxon:33090	Viridiplantae	
GO:0048223	hemicellulose network	NCBITaxon:33090	Viridiplantae	
GO:0048224	lignin network	NCBITaxon:33090	Viridiplantae	
GO:0048225	suberin network	NCBITaxon:33090	Viridiplantae	
GO:0048226	Casparian strip	NCBITaxon:33090	Viridiplantae	
GO:0048229	gametophyte development	NCBITaxon:3398	Magnoliophyta	
GO:0048235	pollen sperm cell differentiation	NCBITaxon:3398	Magnoliophyta	
GO:0048236	plant-type sporogenesis	NCBITaxon:33090	Viridiplantae	
GO:0048314	embryo sac morphogenesis	NCBITaxon:3398	Magnoliophyta	
GO:0048364	root development	NCBITaxon:33090	Viridiplantae	
GO:0048477	oogenesis	NCBITaxon:33208	Metazoa	
GO:0048479	style development	NCBITaxon:33090	Viridiplantae	
GO:0048480	stigma development	NCBITaxon:33090	Viridiplantae	
GO:0048481	plant ovule development	NCBITaxon:33090	Viridiplantae	
GO:0048482	plant ovule morphogenesis	NCBITaxon:33090	Viridiplantae	
GO:0048493	plasma membrane-derived thylakoid ribulose bisphosphate carboxylase complex	NCBITaxon:1117	Cyanobacteria	
GO:0048501	signal recognition particle, plasma membrane targeting	NCBITaxon:Union_0000004	Prokaryota	
GO:0048507	meristem development	NCBITaxon:33090	Viridiplantae	
GO:0048511	rhythmic process	NCBITaxon:131567	cellular organisms	
GO:0048540	bursa of Fabricius development	NCBITaxon:8457	Sauropsida	
GO:0048542	lymph gland development	NCBITaxon:6656	Arthropoda	
GO:0048555	generative cell nucleus	NCBITaxon:3398	Magnoliophyta	
GO:0048573	photoperiodism, flowering	NCBITaxon:3398	Magnoliophyta	
GO:0048586	regulation of long-day photoperiodism, flowering	NCBITaxon:3398	Magnoliophyta	
GO:0048587	regulation of short-day photoperiodism, flowering	NCBITaxon:3398	Magnoliophyta	
GO:0048600	oocyte fate commitment	NCBITaxon:33208	Metazoa	
GO:0048601	oocyte morphogenesis	NCBITaxon:33208	Metazoa	
GO:0048623	seed germination on parent plant	NCBITaxon:33090	Viridiplantae	
GO:0048624	plantlet formation on parent plant	NCBITaxon:33090	Viridiplantae	
GO:0048658	anther wall tapetum development	NCBITaxon:33090	Viridiplantae	
GO:0048737	imaginal disc-derived appendage development	NCBITaxon:6656	Arthropoda	
GO:0048826	cotyledon morphogenesis	NCBITaxon:33090	Viridiplantae	
GO:0048827	phyllome development	NCBITaxon:33090	Viridiplantae	
GO:0048829	root cap development	NCBITaxon:33090	Viridiplantae	
GO:0048838	release of seed from dormancy	NCBITaxon:33090	Viridiplantae	
GO:0048840	otolith development	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0050845	teichuronic acid biosynthetic process	NCBITaxon:2	Bacteria	
GO:0050877	nervous system process	NCBITaxon:33208	Metazoa	
GO:0050959	echolocation	NCBITaxon:32524	Amniota	https://en.wikipedia.org/wiki/Animal_echolocation
GO:0051077	secondary cell septum	NCBITaxon:2759	Eukaryota	
GO:0051300	spindle pole body organization	NCBITaxon:4751	Fungi	
GO:0051321	meiotic cell cycle	NCBITaxon:2759	Eukaryota	
GO:0051417	microtubule nucleation by spindle pole body	NCBITaxon:4751	Fungi	
GO:0051640	organelle localization	NCBITaxon:2759	Eukaryota	
GO:0051663	oocyte nucleus localization involved in oocyte dorsal/ventral axis specification	NCBITaxon:6656	Arthropoda	
GO:0052324	plant-type cell wall cellulose biosynthetic process	NCBITaxon:33090	Viridiplantae	
GO:0052325	cell wall pectin biosynthetic process	NCBITaxon:33090	Viridiplantae	
GO:0055044	symplast	NCBITaxon:33090	Viridiplantae	
GO:0055045	antipodal cell degeneration	NCBITaxon:3398	Magnoliophyta	
GO:0055046	microgametogenesis	NCBITaxon:3398	Magnoliophyta	
GO:0055051	ATP-binding cassette (ABC) transporter complex, integrated substrate binding	NCBITaxon:2759	Eukaryota	
GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	NCBITaxon:Union_0000004	Prokaryota	
GO:0060033	anatomical structure regression	NCBITaxon:2759	Eukaryota	
GO:0060102	collagen and cuticulin-based cuticle extracellular matrix	NCBITaxon:33213	Bilateria	
GO:0060111	alae of collagen and cuticulin-based cuticle extracellular matrix	NCBITaxon:33213	Bilateria	
GO:0060156	milk ejection reflex	NCBITaxon:40674	Mammalia	
GO:0060271	cilium assembly	NCBITaxon:2759	Eukaryota	
GO:0060856	establishment of blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:0061319	nephrocyte differentiation	NCBITaxon:50557	Insecta	
GO:0061639	Cdv-dependent cytokinesis	NCBITaxon:2157	Archaea	
GO:0061701	bacterial outer membrane vesicle	NCBITaxon:2	Bacteria	
GO:0061772	drug transport across blood-nerve barrier	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0061822	ciliary cap	NCBITaxon:50557	Insecta	
GO:0061823	ring centriole	NCBITaxon:50557	Insecta	
GO:0062023	collagen-containing extracellular matrix	NCBITaxon:33208	Metazoa	
GO:0070057	prospore membrane spindle pole body attachment site	NCBITaxon:4751	Fungi	
GO:0070196	eukaryotic translation initiation factor 3 complex assembly	NCBITaxon:2759	Eukaryota	
GO:0070258	inner membrane pellicle complex	NCBITaxon:5794	Apicomplexa	
GO:0070470	plasma membrane respirasome	NCBITaxon:2	Bacteria	
GO:0070527	platelet aggregation	NCBITaxon:33208	Metazoa	
GO:0070631	spindle pole body localization	NCBITaxon:4751	Fungi	
GO:0070648	formin-nucleated actin cable	NCBITaxon:2759	Eukaryota	
GO:0071074	eukaryotic initiation factor eIF2 binding	NCBITaxon:2759	Eukaryota	
GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system	NCBITaxon:2759	Eukaryota	
GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system	NCBITaxon:2759	Eukaryota	
GO:0071669	plant-type cell wall organization or biogenesis	NCBITaxon:33090	Viridiplantae	
GO:0071712	ER-associated misfolded protein catabolic process	NCBITaxon:2759	Eukaryota	
GO:0071766	Actinobacterium-type cell wall biogenesis	NCBITaxon:2	Bacteria	
GO:0071938	vitamin A transport	NCBITaxon:33208	Metazoa	
GO:0071973	bacterial-type flagellum-dependent cell motility	NCBITaxon:2	Bacteria	
GO:0072002	Malpighian tubule development	NCBITaxon:50557	Insecta	
GO:0072325	vulval cell fate commitment	NCBITaxon:6231	Nematoda	
GO:0072326	vulval cell fate determination	NCBITaxon:6231	Nematoda	
GO:0072327	vulval cell fate specification	NCBITaxon:6231	Nematoda	
GO:0072564	blood microparticle formation	NCBITaxon:33208	Metazoa	
GO:0072580	bacterial-type EF-P lysine modification	NCBITaxon:2	Bacteria	
GO:0072690	single-celled organism vegetative growth phase	NCBITaxon:Union_0000023	Fungi or Bacteria or Archaea	
GO:0075321	oomycete sporangium development	NCBITaxon:4762	Oomycetes	
GO:0080086	stamen filament development	NCBITaxon:33090	Viridiplantae	
GO:0080186	developmental vegetative growth	NCBITaxon:33090	Viridiplantae	
GO:0090210	regulation of establishment of blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:0090395	plant cell papilla	NCBITaxon:33090	Viridiplantae	
GO:0090399	replicative senescence	NCBITaxon:33208	Metazoa	
GO:0090540	bacterial cellulose biosynthetic process	NCBITaxon:2	Bacteria	
GO:0090558	plant epidermis development	NCBITaxon:33090	Viridiplantae	
GO:0090597	nematode male tail mating organ morphogenesis	NCBITaxon:6231	Nematoda	
GO:0090639	phosphatidylcholine biosynthesis from choline and CDP-diacylglycerol	NCBITaxon:2	Bacteria	
GO:0097010	eukaryotic translation initiation factor 4F complex assembly	NCBITaxon:2759	Eukaryota	
GO:0097094	craniofacial suture morphogenesis	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0097195	pilomotor reflex	NCBITaxon:40674	Mammalia	
GO:0097206	nephrocyte filtration	NCBITaxon:50557	Insecta	
GO:0097207	bud dormancy process	NCBITaxon:33090	Viridiplantae	
GO:0097218	sieve plate	NCBITaxon:3398	Magnoliophyta	
GO:0097347	TAM protein secretion complex	NCBITaxon:2	Bacteria	
GO:0097387	capitate projection	NCBITaxon:7203	Brachycera	
GO:0097413	Lewy body	NCBITaxon:33208	Metazoa	
GO:0097418	neurofibrillary tangle	NCBITaxon:33208	Metazoa	
GO:0097497	blood vessel endothelial cell delamination	NCBITaxon:33208	Metazoa	
GO:0097554	left anterior flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097555	right anterior flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097556	left posteriolateral flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097557	right posteriolateral flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097558	left ventral flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097559	right ventral flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097560	left caudal flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097561	right caudal flagellum	NCBITaxon:5738	Diplomonadida	
GO:0097562	left lateral basal body pair	NCBITaxon:5738	Diplomonadida	
GO:0097563	left middle basal body pair	NCBITaxon:5738	Diplomonadida	
GO:0097564	right lateral basal body pair	NCBITaxon:5738	Diplomonadida	
GO:0097565	right middle basal body pair	NCBITaxon:5738	Diplomonadida	
GO:0097566	left tetrad	NCBITaxon:5738	Diplomonadida	
GO:0097567	right tetrad	NCBITaxon:5738	Diplomonadida	
GO:0097568	median body	NCBITaxon:5740	Giardia	
GO:0097569	lateral shield	NCBITaxon:5740	Giardia	
GO:0097571	left nucleus	NCBITaxon:5738	Diplomonadida	
GO:0097572	right nucleus	NCBITaxon:5738	Diplomonadida	
GO:0097589	archaeal-type flagellum	NCBITaxon:2157	Archaea	
GO:0097590	archaeal-type flagellum-dependent cell motility	NCBITaxon:2157	Archaea	
GO:0097597	ventral disc	NCBITaxon:5740	Giardia	
GO:0097608	transverse flagellum	NCBITaxon:2864	Dinophyceae	
GO:0097609	longitudinal flagellum	NCBITaxon:2864	Dinophyceae	
GO:0097611	dinoflagellate cingulum	NCBITaxon:2864	Dinophyceae	
GO:0097612	dinoflagellate sulcus	NCBITaxon:2864	Dinophyceae	
GO:0097613	dinoflagellate epicone	NCBITaxon:2864	Dinophyceae	
GO:0097614	dinoflagellate hypocone	NCBITaxon:2864	Dinophyceae	
GO:0097618	dinoflagellate sulcal notch	NCBITaxon:2864	Dinophyceae	
GO:0097619	PTEX complex	NCBITaxon:5820	Plasmodium	
GO:0097641	alpha-ketoglutarate-dependent xanthine dioxygenase activity	NCBITaxon:4751	Fungi	
GO:0097683	dinoflagellate apex	NCBITaxon:2864	Dinophyceae	
GO:0097684	dinoflagellate antapex	NCBITaxon:2864	Dinophyceae	
GO:0097685	dinoflagellate apical groove	NCBITaxon:2864	Dinophyceae	
GO:0097691	bacterial extracellular vesicle	NCBITaxon:2	Bacteria	
GO:0097693	ocelloid	NCBITaxon:2864	Dinophyceae	
GO:0097716	copper ion transport across blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:0097727	blepharoplast	NCBITaxon:35493	Streptophyta	
GO:0097736	aerial mycelium formation	NCBITaxon:Union_0000020	Fungi or Bacteria	
GO:0097737	acquisition of mycelium reproductive competence	NCBITaxon:Union_0000020	Fungi or Bacteria	
GO:0097738	substrate mycelium formation	NCBITaxon:Union_0000020	Fungi or Bacteria	
GO:0097740	paraflagellar rod	NCBITaxon:33682	Euglenozoa	
GO:0097741	mastigoneme	NCBITaxon:Union_0000031	Stramenopiles or Cryptophyta	
GO:0097743	de novo centriole assembly via blepharoplast	NCBITaxon:35493	Streptophyta	
GO:0098046	type V protein secretion system complex	NCBITaxon:2	Bacteria	
GO:0098536	deuterosome	NCBITaxon:33208	Metazoa	
GO:0098593	goblet cell theca	NCBITaxon:33208	Metazoa	
GO:0099622	cardiac muscle cell membrane repolarization	NCBITaxon:33208	Metazoa	
GO:0106123	reservosome	NCBITaxon:47570	Schizotrypanum	
GO:0106124	reservosome lumen	NCBITaxon:47570	Schizotrypanum	
GO:0106125	reservosome matrix	NCBITaxon:47570	Schizotrypanum	
GO:0106126	reservosome membrane	NCBITaxon:47570	Schizotrypanum	
GO:0120118	flagella connector	NCBITaxon:5653	Kinetoplastida	
GO:0120119	flagellum attachment zone	NCBITaxon:5653	Kinetoplastida	
GO:0120120	bilobe structure	NCBITaxon:5653	Kinetoplastida	
GO:0120121	tripartite attachment complex	NCBITaxon:5653	Kinetoplastida	
GO:0140007	KICSTOR complex	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0140022	cnida	NCBITaxon:6073	Cnidaria	
GO:0140266	Woronin body	NCBITaxon:4890	Ascomycota	
GO:0150064	vertebrate eye-specific patterning	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0150077	regulation of neuroinflammatory response	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:1900727	osmoregulated periplasmic glucan biosynthetic process	NCBITaxon:2	Bacteria	
GO:1902755	sulfurated eukaryotic molybdenum cofactor(2-) metabolic process	NCBITaxon:2759	Eukaryota	
GO:1903000	regulation of lipid transport across blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:1903395	regulation of secondary cell septum biogenesis	NCBITaxon:2759	Eukaryota	
GO:1905266	blasticidin S biosynthetic process	NCBITaxon:2	Bacteria	
GO:1905393	plant organ formation	NCBITaxon:33090	Viridiplantae	
GO:1905603	regulation of maintenance of permeability of blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:1905756	regulation of primary cell septum biogenesis	NCBITaxon:2759	Eukaryota	
GO:1990061	bacterial degradosome	NCBITaxon:2	Bacteria	
GO:1990077	primosome complex	NCBITaxon:Union_0000004	Prokaryota	
GO:1990111	spermatoproteasome complex	NCBITaxon:33208	Metazoa	
GO:1990195	macrolide transmembrane transporter complex	NCBITaxon:2	Bacteria	
GO:1990344	secondary cell septum biogenesis	NCBITaxon:2759	Eukaryota	
GO:1990379	lipid transport across blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:1990490	archaeal proton-transporting A-type ATPase complex	NCBITaxon:2157	Archaea	
GO:1990586	divisome complex	NCBITaxon:Union_0000004	Prokaryota	
GO:1990901	old cell pole	NCBITaxon:2	Bacteria	
GO:1990902	new cell pole	NCBITaxon:2	Bacteria	
GO:1990905	dinoflagellate peduncle	NCBITaxon:2864	Dinophyceae	
GO:1990936	vascular smooth muscle cell dedifferentiation	NCBITaxon:33208	Metazoa	
GO:1990962	drug transport across blood-brain barrier	NCBITaxon:6072	Eumetazoa	
GO:1990963	establishment of blood-retinal barrier	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:1990965	cytosylglucuronate decarboxylase activity	NCBITaxon:2	Bacteria	
GO:2001310	gliotoxin biosynthetic process	NCBITaxon:4751	Fungi	
GO:0062097	chemosynthesis	NCBITaxon:Union_0000004	Prokaryota	
GO:0061512	protein localization to cilium	NCBITaxon:2759	Eukaryota	
GO:0098706	iron ion import across cell outer membrane	NCBITaxon:2	Bacteria	
GO:0047077	Photinus-luciferin 4-monooxygenase (ATP-hydrolyzing) activity	NCBITaxon:71193	Elateroidea	
GO:0061061	muscle structure development	NCBITaxon:6072	Eumetazoa	
GO:0009271	phage shock	NCBITaxon:2	Bacteria	
GO:0018189	pyrroloquinoline quinone biosynthetic process	NCBITaxon:2	Bacteria	
GO:0030034	microvillar actin bundle assembly	NCBITaxon:33208	Metazoa	
GO:0033693	neurofilament bundle assembly	NCBITaxon:33208	Metazoa	
GO:0002499	proteolysis within endosome associated with antigen processing and presentation	NCBITaxon:2759	Eukaryota	
GO:0032468	Golgi calcium ion homeostasis	NCBITaxon:2759	Eukaryota	
GO:0033260	nuclear DNA replication	NCBITaxon:2759	Eukaryota	
GO:0033260	nuclear DNA replication	NCBITaxon:2759	Eukaryota	
GO:0042073	intraciliary transport	NCBITaxon:2759	Eukaryota	
GO:0099003	vesicle-mediated transport in synapse	NCBITaxon:33208	Metazoa	
GO:0099003	vesicle-mediated transport in synapse	NCBITaxon:33208	Metazoa	
GO:0099643	signal release from synapse	NCBITaxon:33208	Metazoa	
GO:0099643	signal release from synapse	NCBITaxon:33208	Metazoa	
GO:0140053	mitochondrial gene expression	NCBITaxon:2759	Eukaryota	
GO:2000827	mitochondrial RNA surveillance	NCBITaxon:2759	Eukaryota	
GO:0051560	mitochondrial calcium ion homeostasis	NCBITaxon:2759	Eukaryota	
GO:0070124	mitochondrial translational initiation	NCBITaxon:2759	Eukaryota	
GO:0070125	mitochondrial translational elongation	NCBITaxon:2759	Eukaryota	
GO:0070143	mitochondrial alanyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070144	mitochondrial arginyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070146	mitochondrial aspartyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070147	mitochondrial cysteinyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070150	mitochondrial glycyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070151	mitochondrial histidyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070152	mitochondrial isoleucyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070155	mitochondrial methionyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070157	mitochondrial prolyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070159	mitochondrial threonyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070183	mitochondrial tryptophanyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070184	mitochondrial tyrosyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070185	mitochondrial valyl-tRNA aminoacylation	NCBITaxon:2759	Eukaryota	
GO:0070899	mitochondrial tRNA wobble uridine modification	NCBITaxon:2759	Eukaryota	
GO:0070900	mitochondrial tRNA modification	NCBITaxon:2759	Eukaryota	
GO:0070902	mitochondrial tRNA pseudouridine synthesis	NCBITaxon:2759	Eukaryota	
GO:0070903	mitochondrial tRNA thio-modification	NCBITaxon:2759	Eukaryota	
GO:0071990	maintenance of protein location to spindle pole body	NCBITaxon:4751	Fungi	
GO:0072656	maintenance of protein location in mitochondrion	NCBITaxon:2759	Eukaryota	
GO:0080156	mitochondrial mRNA modification	NCBITaxon:2759	Eukaryota	
GO:0090139	mitochondrial DNA packaging	NCBITaxon:2759	Eukaryota	
GO:0090144	mitochondrial nucleoid organization	NCBITaxon:2759	Eukaryota	
GO:0090615	mitochondrial mRNA processing	NCBITaxon:2759	Eukaryota	
GO:0090646	mitochondrial tRNA processing	NCBITaxon:2759	Eukaryota	
GO:0097222	mitochondrial mRNA polyadenylation	NCBITaxon:2759	Eukaryota	
GO:0097745	mitochondrial tRNA 5'-end processing	NCBITaxon:2759	Eukaryota	
GO:0099546	protein catabolic process, modulating synaptic transmission	NCBITaxon:33208	Metazoa	
GO:0099546	protein catabolic process, modulating synaptic transmission	NCBITaxon:33208	Metazoa	
GO:0099547	regulation of translation at synapse, modulating synaptic transmission	NCBITaxon:33208	Metazoa	
GO:0099547	regulation of translation at synapse, modulating synaptic transmission	NCBITaxon:33208	Metazoa	
GO:0099574	regulation of protein catabolic process at synapse, modulating synaptic transmission	NCBITaxon:33208	Metazoa	
GO:0099574	regulation of protein catabolic process at synapse, modulating synaptic transmission	NCBITaxon:33208	Metazoa	
GO:0140241	translation at synapse	NCBITaxon:33208	Metazoa	
GO:0140241	translation at synapse	NCBITaxon:33208	Metazoa	
GO:0140243	regulation of translation at synapse	NCBITaxon:33208	Metazoa	
GO:0140243	regulation of translation at synapse	NCBITaxon:33208	Metazoa	
GO:0140246	protein catabolic process at synapse	NCBITaxon:33208	Metazoa	
GO:0140246	protein catabolic process at synapse	NCBITaxon:33208	Metazoa	
GO:0140250	regulation protein catabolic process at synapse	NCBITaxon:33208	Metazoa	
GO:0140250	regulation protein catabolic process at synapse	NCBITaxon:33208	Metazoa	
GO:1904381	Golgi apparatus mannose trimming	NCBITaxon:2759	Eukaryota	
GO:1905951	mitochondrion DNA recombination	NCBITaxon:2759	Eukaryota	
GO:1990180	mitochondrial tRNA 3'-end processing	NCBITaxon:2759	Eukaryota	
GO:0000957	mitochondrial RNA catabolic process	NCBITaxon:2759	Eukaryota	
GO:0000958	mitochondrial mRNA catabolic process	NCBITaxon:2759	Eukaryota	
GO:0000959	mitochondrial RNA metabolic process	NCBITaxon:2759	Eukaryota	
GO:0000963	mitochondrial RNA processing	NCBITaxon:2759	Eukaryota	
GO:0000964	mitochondrial RNA 5'-end processing	NCBITaxon:2759	Eukaryota	
GO:0000965	mitochondrial RNA 3'-end processing	NCBITaxon:2759	Eukaryota	
GO:0002227	innate immune response in mucosa	NCBITaxon:7711	Chordata	
GO:0002384	hepatic immune response	NCBITaxon:7742	Vertebrata <Metazoa>	
GO:0002388	immune response in Peyer's patch	NCBITaxon:32524	Amniota	
GO:0002389	tolerance induction in Peyer's patch	NCBITaxon:32524	Amniota	
GO:0005214	structural constituent of chitin-based cuticle	NCBITaxon:6656	Arthropoda	
GO:0006264	mitochondrial DNA replication	NCBITaxon:2759	Eukaryota	
GO:0006390	mitochondrial transcription	NCBITaxon:2759	Eukaryota	
GO:0006393	termination of mitochondrial transcription	NCBITaxon:2759	Eukaryota	
GO:0007006	mitochondrial membrane organization	NCBITaxon:2759	Eukaryota	
GO:0008316	structural constituent of vitelline membrane	NCBITaxon:33213	Bilateria	
GO:0014714	myoblast fate commitment in head	NCBITaxon:33213	Bilateria	
GO:0019093	mitochondrial RNA localization	NCBITaxon:2759	Eukaryota	
GO:0019725	cellular homeostasis	NCBITaxon:131567	cellular organisms	
GO:0019911	structural constituent of myelin sheath	NCBITaxon:33208	Metazoa	
GO:0032042	mitochondrial DNA metabolic process	NCBITaxon:2759	Eukaryota	
GO:0032043	mitochondrial DNA catabolic process	NCBITaxon:2759	Eukaryota	
GO:0032469	endoplasmic reticulum calcium ion homeostasis	NCBITaxon:2759	Eukaryota	
GO:0032507	maintenance of protein location in cell	NCBITaxon:131567	cellular organisms	
GO:0032543	mitochondrial translation	NCBITaxon:2759	Eukaryota	
GO:0033615	mitochondrial proton-transporting ATP synthase complex assembly	NCBITaxon:2759	Eukaryota	
GO:0033617	mitochondrial respiratory chain complex IV assembly	NCBITaxon:2759	Eukaryota	
GO:0034551	mitochondrial respiratory chain complex III assembly	NCBITaxon:2759	Eukaryota	
GO:0034553	mitochondrial respiratory chain complex II assembly	NCBITaxon:2759	Eukaryota	
