Class_id	Class_name	parent_class_id	parent_class_name	Stat	M	Redundant	Fixed	Notes
GO:0051331	meiotic G2 phase	GO:0098762	meiotic cell cycle phase	?				
GO:0051332	meiotic S phase	GO:0098762	meiotic cell cycle phase	1	0			
GO:0043147	meiotic spindle stabilization	GO:1903046	meiotic cell cycle process	1				
GO:0034293	sexual sporulation	GO:1903046	meiotic cell cycle process	?				
GO:0072411	signal transduction involved in meiotic cell cycle checkpoint	GO:1903046	meiotic cell cycle process	1				
GO:0044844	meiotic interphase II	GO:0051328	meiotic interphase	1	1			
GO:0098590	plasma membrane region	GO:0098589	membrane region	1	0			
GO:0070057	prospore membrane spindle pole body attachment site	GO:0098589	membrane region	?				
GO:0035779	angioblast cell differentiation	GO:0048762	mesenchymal cell differentiation	0				
GO:0097086	amniotic stem cell differentiation	GO:0048762	mesenchymal cell differentiation	0				
GO:0051455	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	GO:0090172	microtubule cytoskeleton organization involved in homologous chromosome segregation					
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	GO:1902850	microtubule cytoskeleton organization involved in mitosis					
GO:0090139	mitochondrial DNA packaging	GO:0032042	mitochondrial DNA metabolic process	0				
GO:0030678	mitochondrial ribonuclease P complex	GO:0098798	mitochondrial protein complex					
GO:0006853	carnitine shuttle	GO:1990542	mitochondrial transmembrane transport					
GO:0000080	mitotic G1 phase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0000084	mitotic S phase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0000085	mitotic G2 phase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0000093	mitotic telophase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0000088	mitotic prophase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0000089	mitotic metaphase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0000090	mitotic anaphase	GO:0098763	mitotic cell cycle phase	1	0			
GO:0043148	mitotic spindle stabilization	GO:1903047	mitotic cell cycle process	1	0			
GO:1903476	protein localization to cell division site involved in mitotic actomyosin contractile ring assembly	GO:1903047	mitotic cell cycle process	1	0			
GO:1902420	signal transduction involved in Dma1-dependent checkpoint	GO:1903047	mitotic cell cycle process	1	0			
GO:0072413	signal transduction involved in mitotic cell cycle checkpoint	GO:1903047	mitotic cell cycle process	1	0			
GO:0000282	cellular bud site selection	GO:1902408	mitotic cytokinesis, site selection	?				
GO:0000913	preprophase band assembly	GO:1902408	mitotic cytokinesis, site selection	?				
GO:0000919	cell plate assembly	GO:1902410	mitotic cytokinetic process	?				
GO:0015805	S-adenosyl-L-methionine transport	GO:0072337	modified amino acid transport	0				
GO:0051580	regulation of neurotransmitter uptake	GO:0050804	modulation of synaptic transmission	0				
GO:0045329	carnitine biosynthetic process	GO:0072330	monocarboxylic acid biosynthetic process	0				
GO:0019503	stachydrine biosynthetic process	GO:0072330	monocarboxylic acid biosynthetic process	0				
GO:0030418	nicotianamine biosynthetic process	GO:0072330	monocarboxylic acid biosynthetic process	0				
GO:0019472	4-hydroxyproline biosynthetic process	GO:0072330	monocarboxylic acid biosynthetic process	0				
GO:1900578	gerfelin biosynthetic process	GO:0072330	monocarboxylic acid biosynthetic process	0				
GO:0042413	carnitine catabolic process	GO:0072329	monocarboxylic acid catabolic process	0				
GO:0030419	nicotianamine catabolic process	GO:0072329	monocarboxylic acid catabolic process	0				
GO:0019470	4-hydroxyproline catabolic process	GO:0072329	monocarboxylic acid catabolic process	0				
GO:1900577	gerfelin catabolic process	GO:0072329	monocarboxylic acid catabolic process	0				
GO:0019504	stachydrine catabolic process	GO:0072329	monocarboxylic acid catabolic process	0				
GO:0018400	peptidyl-proline hydroxylation to 3-hydroxy-L-proline	GO:0032787	monocarboxylic acid metabolic process	0				
GO:0019502	stachydrine metabolic process	GO:0032787	monocarboxylic acid metabolic process	0				
GO:0019471	4-hydroxyproline metabolic process	GO:0032787	monocarboxylic acid metabolic process	0				
GO:0009437	carnitine metabolic process	GO:0032787	monocarboxylic acid metabolic process	0				
GO:0030417	nicotianamine metabolic process	GO:0032787	monocarboxylic acid metabolic process	0				
GO:1900576	gerfelin metabolic process	GO:0032787	monocarboxylic acid metabolic process	0				
GO:0034590	L-hydroxyproline transmembrane transporter activity	GO:0008028	monocarboxylic acid transmembrane transporter activity	0				
GO:0015226	carnitine transmembrane transporter activity	GO:0008028	monocarboxylic acid transmembrane transporter activity	0				
GO:0034589	hydroxyproline transport	GO:0015718	monocarboxylic acid transport	0				
GO:0015879	carnitine transport	GO:0015718	monocarboxylic acid transport	0				
GO:0097272	ammonia homeostasis	GO:0055083	monovalent inorganic anion homeostasis	0				
GO:0097272	ammonia homeostasis	GO:0055067	monovalent inorganic cation homeostasis	0				
GO:0008519	ammonium transmembrane transporter activity	GO:0015077	monovalent inorganic cation transmembrane transporter activity	0				
GO:0015696	ammonium transport	GO:0015672	monovalent inorganic cation transport	0				
GO:0071699	olfactory placode morphogenesis	GO:0002009	morphogenesis of an epithelium	1	?			
GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus	GO:0044764	multi-organism cellular process					
GO:0098630	aggregation of unicellular organisms	GO:0044764	multi-organism cellular process					
GO:0000752	agglutination involved in conjugation with cellular fusion	GO:0044764	multi-organism cellular process					
GO:0051708	intracellular protein transport in other organism involved in symbiotic interaction	GO:1902583	multi-organism intracellular transport					
GO:0019073	viral DNA genome packaging	GO:0044033	multi-organism metabolic process					
GO:0033057	multicellular organism reproductive behavior	GO:0044705	multi-organism reproductive behavior					
GO:0007617	mating behavior	GO:0044705	multi-organism reproductive behavior					
GO:0060136	embryonic process involved in female pregnancy	GO:0048609	multicellular organismal reproductive process					
GO:0090634	microglial cell mediated cytotoxicity	GO:0002444	myeloid leukocyte mediated immunity					
GO:0018984	naphthalenesulfonate metabolic process	GO:0090420	naphthalene-containing compound metabolic process					
GO:1903098	negative regulation of CENP-A containing nucleosome assembly	GO:0051053	negative regulation of DNA metabolic process					
GO:0031495	negative regulation of mating type switching	GO:0051053	negative regulation of DNA metabolic process					
GO:1902450	negative regulation of ATP-dependent DNA helicase activity	GO:0051053	negative regulation of DNA metabolic process					
GO:2001155	negative regulation of glycolytic fermentation to ethanol	GO:1902689	negative regulation of NAD metabolic process					
GO:1901486	negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process	GO:2000639	negative regulation of SREBP signaling pathway					
GO:1901487	negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process in response to increased oxygen levels	GO:1901486	negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process					
GO:0032348	negative regulation of aldosterone biosynthetic process	GO:1902931	negative regulation of alcohol biosynthetic process	0				
GO:0010957	negative regulation of vitamin D biosynthetic process	GO:1902931	negative regulation of alcohol biosynthetic process	0				
GO:0010423	negative regulation of brassinosteroid biosynthetic process	GO:1902931	negative regulation of alcohol biosynthetic process	0				
GO:2001246	negative regulation of phosphatidylcholine biosynthetic process	GO:1902931	negative regulation of alcohol biosynthetic process	0				
GO:2000065	negative regulation of cortisol biosynthetic process	GO:1902931	negative regulation of alcohol biosynthetic process	0				
GO:2000225	negative regulation of testosterone biosynthetic process	GO:1902931	negative regulation of alcohol biosynthetic process	0				
GO:2000225	negative regulation of testosterone biosynthetic process	GO:2000180	negative regulation of androgen biosynthetic process	1				
GO:2000838	negative regulation of androstenedione secretion	GO:2000835	negative regulation of androgen secretion	1				
GO:2000841	negative regulation of dehydroepiandrosterone secretion	GO:2000835	negative regulation of androgen secretion	1				
GO:2000844	negative regulation of testosterone secretion	GO:2000835	negative regulation of androgen secretion	1				
GO:0051617	negative regulation of histamine uptake	GO:1903792	negative regulation of anion transport	0				
GO:1903594	negative regulation of histamine secretion by mast cell	GO:1903792	negative regulation of anion transport	0				
GO:0051612	negative regulation of serotonin uptake	GO:1903792	negative regulation of anion transport	0				
GO:0051585	negative regulation of dopamine uptake involved in synaptic transmission	GO:1903792	negative regulation of anion transport	0				
GO:0014058	negative regulation of acetylcholine secretion, neurotransmission	GO:1903792	negative regulation of anion transport	0				
GO:0033602	negative regulation of dopamine secretion	GO:1903792	negative regulation of anion transport	0				
GO:0014063	negative regulation of serotonin secretion	GO:1903792	negative regulation of anion transport	0				
GO:0051632	negative regulation of acetylcholine uptake	GO:1903792	negative regulation of anion transport	0				
GO:1900465	negative regulation of arginine catabolic process by negative regulation of transcription from RNA polymerase II promoter	GO:1900082	negative regulation of arginine catabolic process	0				
GO:1901045	negative regulation of oviposition	GO:0048521	negative regulation of behavior	1	0		1	
GO:1902225	negative regulation of acrosome reaction	GO:0045955	negative regulation of calcium ion-dependent exocytosis					
GO:2000691	negative regulation of cardiac muscle cell myoblast differentiation	GO:2000726	negative regulation of cardiac muscle cell differentiation					
GO:2001155	negative regulation of glycolytic fermentation to ethanol	GO:0009895	negative regulation of catabolic process					
GO:0051627	negative regulation of epinephrine uptake	GO:0051945	negative regulation of catecholamine uptake involved in synaptic transmission					
GO:0051622	negative regulation of norepinephrine uptake	GO:0051945	negative regulation of catecholamine uptake involved in synaptic transmission					
GO:1901320	negative regulation of heart induction	GO:0010648	negative regulation of cell communication					
GO:0016242	negative regulation of macroautophagy	GO:0010648	negative regulation of cell communication					
GO:1901720	negative regulation of NMS complex interaction involved in kinetochore assembly	GO:0010948	negative regulation of cell cycle process					
GO:0045918	negative regulation of cytolysis	GO:0060548	negative regulation of cell death					
GO:1902455	negative regulation of stem cell population maintenance	GO:0010721	negative regulation of cell development					
GO:0051784	negative regulation of nuclear division	GO:0051782	negative regulation of cell division					
GO:1901320	negative regulation of heart induction	GO:0010454	negative regulation of cell fate commitment					
GO:0046588	negative regulation of calcium-dependent cell-cell adhesion	GO:0022408	negative regulation of cell-cell adhesion					
GO:1900387	negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter	GO:0022408	negative regulation of cell-cell adhesion					
GO:0051042	negative regulation of calcium-independent cell-cell adhesion	GO:0022408	negative regulation of cell-cell adhesion					
GO:2001246	negative regulation of phosphatidylcholine biosynthetic process	GO:0033239	negative regulation of cellular amine metabolic process					
GO:0010900	negative regulation of phosphatidylcholine catabolic process	GO:0033239	negative regulation of cellular amine metabolic process					
GO:1900469	negative regulation of phosphatidylserine biosynthetic process	GO:2000283	negative regulation of cellular amino acid biosynthetic process					
GO:1900526	negative regulation of phosphatidylserine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	GO:1900403	negative regulation of cellular amino acid biosynthetic process by negative regulation of transcription from RNA polymerase II promoter					
GO:0100056	negative regulation of phosphatidylserine biosynthetic process by transcription from RNA polymerase II promoter	GO:0100025	negative regulation of cellular amino acid biosynthetic process by transcription from RNA polymerase II promoter					
GO:2000610	negative regulation of thyroid hormone generation	GO:0045763	negative regulation of cellular amino acid metabolic process					
GO:0010507	negative regulation of autophagy	GO:0031330	negative regulation of cellular catabolic process					
GO:1901134	negative regulation of coflocculation via protein-carbohydrate interaction	GO:0048523	negative regulation of cellular process					
GO:0060257	negative regulation of flocculation	GO:0048523	negative regulation of cellular process					
GO:1902364	negative regulation of protein localization to spindle pole body	GO:0048523	negative regulation of cellular process					
GO:0007162	negative regulation of cell adhesion	GO:0048523	negative regulation of cellular process					
GO:2000198	negative regulation of ribonucleoprotein complex localization	GO:0048523	negative regulation of cellular process					
GO:2000009	negative regulation of protein localization to cell surface	GO:0048523	negative regulation of cellular process					
GO:1900181	negative regulation of protein localization to nucleus	GO:0048523	negative regulation of cellular process					
GO:0051986	negative regulation of attachment of spindle microtubules to kinetochore	GO:1903828	negative regulation of cellular protein localization					
GO:1903333	negative regulation of protein folding	GO:0032269	negative regulation of cellular protein metabolic process					
GO:2000296	negative regulation of hydrogen peroxide catabolic process	GO:1900408	negative regulation of cellular response to oxidative stress					
GO:0031936	negative regulation of chromatin silencing	GO:1903309	negative regulation of chromatin modification					
GO:1901720	negative regulation of NMS complex interaction involved in kinetochore assembly	GO:0051985	negative regulation of chromosome segregation					
GO:1902020	negative regulation of cilium-dependent cell motility	GO:0003354	negative regulation of cilium movement					
GO:1902823	negative regulation of late endosome to lysosome transport	GO:1903650	negative regulation of cytoplasmic transport					
GO:0046823	negative regulation of nucleocytoplasmic transport	GO:1903650	negative regulation of cytoplasmic transport					
GO:0042997	negative regulation of Golgi to plasma membrane protein transport	GO:1903650	negative regulation of cytoplasmic transport					
GO:2000642	negative regulation of early endosome to late endosome transport	GO:1903650	negative regulation of cytoplasmic transport					
GO:0051986	negative regulation of attachment of spindle microtubules to kinetochore	GO:0051494	negative regulation of cytoskeleton organization					
GO:0051886	negative regulation of anagen	GO:0048640	negative regulation of developmental growth					
GO:0045804	negative regulation of eclosion	GO:0051093	negative regulation of developmental process					
GO:0060829	negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation	GO:0051093	negative regulation of developmental process					
GO:2000054	negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification	GO:0051093	negative regulation of developmental process					
GO:1900146	negative regulation of nodal signaling pathway involved in determination of left/right asymmetry	GO:0051093	negative regulation of developmental process					
GO:0048581	negative regulation of post-embryonic development	GO:0051093	negative regulation of developmental process					
GO:0048086	negative regulation of developmental pigmentation	GO:0051093	negative regulation of developmental process					
GO:2000016	negative regulation of determination of dorsal identity	GO:0051093	negative regulation of developmental process					
GO:0045596	negative regulation of cell differentiation	GO:0051093	negative regulation of developmental process					
GO:2000314	negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation	GO:0051093	negative regulation of developmental process					
GO:1901164	negative regulation of trophoblast cell migration	GO:0051093	negative regulation of developmental process					
GO:1904479	negative regulation of intestinal absorption	GO:0060457	negative regulation of digestive system process					
GO:1903944	negative regulation of hepatocyte apoptotic process	GO:1904036	negative regulation of epithelial cell apoptotic process					
GO:1902173	negative regulation of keratinocyte apoptotic process	GO:1904036	negative regulation of epithelial cell apoptotic process					
GO:2000675	negative regulation of type B pancreatic cell apoptotic process	GO:1904036	negative regulation of epithelial cell apoptotic process					
GO:2000352	negative regulation of endothelial cell apoptotic process	GO:1904036	negative regulation of epithelial cell apoptotic process					
GO:0031286	negative regulation of sorocarp stalk cell differentiation	GO:0030857	negative regulation of epithelial cell differentiation					
GO:2000868	negative regulation of estrone secretion	GO:2000862	negative regulation of estrogen secretion					
GO:2000865	negative regulation of estradiol secretion	GO:2000862	negative regulation of estrogen secretion					
GO:0045653	negative regulation of megakaryocyte differentiation	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation					
GO:1902273	negative regulation of (R)-carnitine transmembrane transport	GO:1903796	negative regulation of inorganic anion transmembrane transport					
GO:0042997	negative regulation of Golgi to plasma membrane protein transport	GO:0090317	negative regulation of intracellular protein transport					
GO:0043951	negative regulation of cAMP-mediated signaling	GO:1902532	negative regulation of intracellular signal transduction					
GO:0050849	negative regulation of calcium-mediated signaling	GO:1902532	negative regulation of intracellular signal transduction					
GO:0010754	negative regulation of cGMP-mediated signaling	GO:1902532	negative regulation of intracellular signal transduction					
GO:0010751	negative regulation of nitric oxide mediated signal transduction	GO:1902532	negative regulation of intracellular signal transduction					
GO:0048216	negative regulation of Golgi vesicle fusion to target membrane	GO:0032387	negative regulation of intracellular transport					
GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	GO:0032387	negative regulation of intracellular transport					
GO:1903336	negative regulation of vacuolar transport	GO:0032387	negative regulation of intracellular transport					
GO:2001136	negative regulation of endocytic recycling	GO:0032387	negative regulation of intracellular transport					
GO:1903129	negative regulation of leucine import into cell	GO:0034766	negative regulation of ion transmembrane transport					
GO:0090281	negative regulation of calcium ion import	GO:0034766	negative regulation of ion transmembrane transport					
GO:1902574	negative regulation of leucine import by regulation of transcription from RNA polymerase II promoter	GO:0060358	negative regulation of leucine import					
GO:0001911	negative regulation of leukocyte mediated cytotoxicity	GO:0002704	negative regulation of leukocyte mediated immunity					
GO:1903183	negative regulation of SUMO transferase activity	GO:0051352	negative regulation of ligase activity					
GO:0051444	negative regulation of ubiquitin-protein transferase activity	GO:0051352	negative regulation of ligase activity					
GO:0060212	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening	GO:0031441	negative regulation of mRNA 3'-end processing					
GO:0031438	negative regulation of mRNA cleavage	GO:0050686	negative regulation of mRNA processing					
GO:1903147	negative regulation of mitophagy	GO:0016242	negative regulation of macroautophagy					
GO:0051248	negative regulation of protein metabolic process	GO:0010605	negative regulation of macromolecule metabolic process					
GO:0043942	negative regulation of sexual sporulation resulting in formation of a cellular spore	GO:0045835	negative regulation of meiotic nuclear division					
GO:2000798	negative regulation of amniotic stem cell differentiation	GO:0051241	negative regulation of multicellular organismal process					
GO:1902436	negative regulation of male mating behavior	GO:0051241	negative regulation of multicellular organismal process					
GO:0045683	negative regulation of epidermis development	GO:0051241	negative regulation of multicellular organismal process					
GO:1902184	negative regulation of shoot apical meristem development	GO:0051241	negative regulation of multicellular organismal process					
GO:1900047	negative regulation of hemostasis	GO:0051241	negative regulation of multicellular organismal process					
GO:1904150	negative regulation of microglial cell mediated cytotoxicity	GO:0002887	negative regulation of myeloid leukocyte mediated immunity					
GO:0051632	negative regulation of acetylcholine uptake	GO:0051581	negative regulation of neurotransmitter uptake					
GO:2001155	negative regulation of glycolytic fermentation to ethanol	GO:0030812	negative regulation of nucleotide catabolic process					
GO:0010905	negative regulation of UDP-glucose catabolic process	GO:0030812	negative regulation of nucleotide catabolic process					
GO:0045820	negative regulation of glycolytic process	GO:0030812	negative regulation of nucleotide catabolic process					
GO:1902273	negative regulation of (R)-carnitine transmembrane transport	GO:0032891	negative regulation of organic acid transport					
GO:1900547	negative regulation of phenotypic switching by regulation of transcription from RNA polymerase II promoter	GO:1900240	negative regulation of phenotypic switching					
GO:1900526	negative regulation of phosphatidylserine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	GO:1900469	negative regulation of phosphatidylserine biosynthetic process					
GO:2000808	negative regulation of synaptic vesicle clustering	GO:1901630	negative regulation of presynaptic membrane organization					
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process					
GO:0060311	negative regulation of elastin catabolic process	GO:0042177	negative regulation of protein catabolic process					
GO:0010923	negative regulation of phosphatase activity	GO:0035308	negative regulation of protein dephosphorylation					
GO:1901925	negative regulation of protein import into nucleus during spindle assembly checkpoint	GO:0042308	negative regulation of protein import into nucleus					
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	GO:0006469	negative regulation of protein kinase activity					
GO:1903019	negative regulation of glycoprotein metabolic process	GO:0051248	negative regulation of protein metabolic process					
GO:1904715	negative regulation of chaperone-mediated autophagy	GO:0051248	negative regulation of protein metabolic process					
GO:0050748	negative regulation of lipoprotein metabolic process	GO:0051248	negative regulation of protein metabolic process					
GO:0046986	negative regulation of hemoglobin biosynthetic process	GO:0051248	negative regulation of protein metabolic process					
GO:1904024	negative regulation of glucose catabolic process to lactate via pyruvate	GO:0033122	negative regulation of purine nucleotide catabolic process					
GO:1903488	negative regulation of lactation	GO:2000242	negative regulation of reproductive process					
GO:0070563	negative regulation of vitamin D receptor signaling pathway	GO:1901420	negative regulation of response to alcohol					
GO:2000655	negative regulation of cellular response to testosterone stimulus	GO:1901420	negative regulation of response to alcohol					
GO:1900458	negative regulation of brassinosteroid mediated signaling pathway	GO:1901420	negative regulation of response to alcohol					
GO:0016242	negative regulation of macroautophagy	GO:0032108	negative regulation of response to nutrient levels					
GO:2000296	negative regulation of hydrogen peroxide catabolic process	GO:1901032	negative regulation of response to reactive oxygen species					
GO:0048521	negative regulation of behavior	GO:0048585	negative regulation of response to stimulus					
GO:0050728	negative regulation of inflammatory response	GO:1903035	negative regulation of response to wounding					
GO:1903609	negative regulation of inward rectifier potassium channel activity	GO:0009968	negative regulation of signal transduction					
GO:1901586	negative regulation of acid-sensing ion channel activity	GO:0009968	negative regulation of signal transduction					
GO:1902160	negative regulation of cyclic nucleotide-gated ion channel activity	GO:0009968	negative regulation of signal transduction					
GO:1901320	negative regulation of heart induction	GO:0023057	negative regulation of signaling					
GO:1902725	negative regulation of satellite cell differentiation	GO:2000737	negative regulation of stem cell differentiation					
GO:0072336	negative regulation of canonical Wnt signaling pathway involved in neural crest cell differentiation	GO:2000737	negative regulation of stem cell differentiation					
GO:1902455	negative regulation of stem cell population maintenance	GO:2000737	negative regulation of stem cell differentiation					
GO:0010719	negative regulation of epithelial to mesenchymal transition	GO:2000737	negative regulation of stem cell differentiation					
GO:0072201	negative regulation of mesenchymal cell proliferation	GO:2000647	negative regulation of stem cell proliferation					
GO:1904077	negative regulation of estrogen biosynthetic process	GO:0010894	negative regulation of steroid biosynthetic process					
GO:2000180	negative regulation of androgen biosynthetic process	GO:0010894	negative regulation of steroid biosynthetic process					
GO:1904718	negative regulation of AMPA glutamate receptor clustering	GO:0051964	negative regulation of synapse assembly					
GO:0051581	negative regulation of neurotransmitter uptake	GO:0050805	negative regulation of synaptic transmission					
GO:0060410	negative regulation of acetylcholine metabolic process	GO:0050805	negative regulation of synaptic transmission					
GO:1902804	negative regulation of synaptic vesicle transport	GO:0050805	negative regulation of synaptic transmission					
GO:1901547	negative regulation of synaptic vesicle lumen acidification	GO:1900243	negative regulation of synaptic vesicle endocytosis					
GO:1902371	negative regulation of tRNA catabolic process	GO:1903327	negative regulation of tRNA metabolic process					
GO:2000824	negative regulation of androgen receptor activity	GO:0000122	negative regulation of transcription from RNA polymerase II promoter					
GO:1904168	negative regulation of thyroid hormone receptor activity	GO:0000122	negative regulation of transcription from RNA polymerase II promoter					
GO:0043433	negative regulation of sequence-specific DNA binding transcription factor activity	GO:0045892	negative regulation of transcription, DNA-templated					
GO:1900417	negative regulation of transmembrane transport by negative regulation of transcription from RNA polymerase II promoter	GO:0034763	negative regulation of transmembrane transport					
GO:2000910	negative regulation of sterol import	GO:0034763	negative regulation of transmembrane transport					
GO:0030318	melanocyte differentiation	GO:0060563	neuroepithelial cell differentiation					
GO:0051630	acetylcholine uptake	GO:0001504	neurotransmitter uptake					
GO:0051410	detoxification of nitrogen compound	GO:0006807	nitrogen compound metabolic process					
GO:1903790	guanine nucleotide transmembrane transport	GO:1901642	nucleoside transmembrane transport					
GO:0001408	guanine nucleotide transport	GO:0015858	nucleoside transport					
GO:0015805	S-adenosyl-L-methionine transport	GO:0015858	nucleoside transport					
GO:0072570	ADP-D-ribose binding	GO:0000166	nucleotide binding					
GO:0019347	GDP-alpha-D-mannosylchitobiosyldiphosphodolichol biosynthetic process	GO:0009165	nucleotide biosynthetic process					
GO:0046376	GDP-alpha-D-mannosylchitobiosyldiphosphodolichol metabolic process	GO:0009117	nucleotide metabolic process					
GO:0090480	purine nucleotide-sugar transmembrane transport	GO:1901679	nucleotide transmembrane transport					
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	GO:1901679	nucleotide transmembrane transport					
GO:0005338	nucleotide-sugar transmembrane transporter activity	GO:0015215	nucleotide transmembrane transporter activity					
GO:0015780	nucleotide-sugar transport	GO:0006862	nucleotide transport					
GO:0031887	lipid particle transport along microtubule	GO:0072384	organelle transport along microtubule					
GO:1902603	carnitine transmembrane transport	GO:1903825	organic acid transmembrane transport	0				
GO:0019503	stachydrine biosynthetic process	GO:1901362	organic cyclic compound biosynthetic process	0				
GO:0019472	4-hydroxyproline biosynthetic process	GO:1901362	organic cyclic compound biosynthetic process	0				
GO:0052703	cellular modified histidine biosynthetic process	GO:1901362	organic cyclic compound biosynthetic process	0				
GO:0019504	stachydrine catabolic process	GO:1901361	organic cyclic compound catabolic process	0				
GO:1901050	atropine catabolic process	GO:1901361	organic cyclic compound catabolic process	0				
GO:0019470	4-hydroxyproline catabolic process	GO:1901361	organic cyclic compound catabolic process	0				
GO:0018400	peptidyl-proline hydroxylation to 3-hydroxy-L-proline	GO:1901360	organic cyclic compound metabolic process	0				
GO:0019502	stachydrine metabolic process	GO:1901360	organic cyclic compound metabolic process	0				
GO:0019471	4-hydroxyproline metabolic process	GO:1901360	organic cyclic compound metabolic process	0				
GO:1901127	candicidin biosynthetic process	GO:1901617	organic hydroxy compound biosynthetic process	0				
GO:0045329	carnitine biosynthetic process	GO:1901617	organic hydroxy compound biosynthetic process	0				
GO:0042413	carnitine catabolic process	GO:1901616	organic hydroxy compound catabolic process	0				
GO:1901126	candicidin catabolic process	GO:1901616	organic hydroxy compound catabolic process	0				
GO:1901125	candicidin metabolic process	GO:1901615	organic hydroxy compound metabolic process	0				
GO:0009437	carnitine metabolic process	GO:1901615	organic hydroxy compound metabolic process	0				
GO:0015226	carnitine transmembrane transporter activity	GO:1901618	organic hydroxy compound transmembrane transporter activity	0				
GO:0015871	choline transport	GO:0015850	organic hydroxy compound transport	0				
GO:0015879	carnitine transport	GO:0015850	organic hydroxy compound transport	0				
GO:0002392	platelet activating factor secretion	GO:0015850	organic hydroxy compound transport	0				
GO:0015687	ferric-hydroxamate transport	GO:0071702	organic substance transport	0				
GO:0015031	protein transport	GO:0071702	organic substance transport	1				
GO:0018954	pentaerythritol tetranitrate metabolic process	GO:1901564	organonitrogen compound metabolic process					
GO:0018937	nitroglycerin metabolic process	GO:1901564	organonitrogen compound metabolic process					
GO:0035471	luteinizing hormone signaling pathway involved in ovarian follicle development	GO:0022602	ovulation cycle process					
GO:0019746	hopanoid biosynthetic process	GO:0019745	pentacyclic triterpenoid biosynthetic process					
GO:0019743	hopanoid catabolic process	GO:0019741	pentacyclic triterpenoid catabolic process					
GO:0019744	hopanoid metabolic process	GO:0019742	pentacyclic triterpenoid metabolic process					
GO:0015440	peptide-transporting ATPase activity	GO:1904680	peptide transmembrane transporter activity					
GO:0015324	peptide-acetyl-CoA secondary active transmembrane transporter activity	GO:1904680	peptide transmembrane transporter activity					
GO:0015638	microcin uptake transporter activity	GO:1904680	peptide transmembrane transporter activity					
GO:0022897	proton-dependent peptide secondary active transmembrane transporter activity	GO:1904680	peptide transmembrane transporter activity					
GO:0042348	NF-kappaB import into nucleus	GO:0015833	peptide transport					
GO:1990236	proteasome core complex import into nucleus	GO:0015833	peptide transport					
GO:0035675	neuromast hair cell development	GO:0048935	peripheral nervous system neuron development	0				
GO:0048886	neuromast hair cell differentiation	GO:0048934	peripheral nervous system neuron differentiation	0				
GO:0009811	stilbene biosynthetic process	GO:0009699	phenylpropanoid biosynthetic process	0				
GO:0046272	stilbene catabolic process	GO:0046271	phenylpropanoid catabolic process	0				
GO:0009810	stilbene metabolic process	GO:0009698	phenylpropanoid metabolic process	0				
GO:1901126	candicidin catabolic process	GO:0030640	polyketide catabolic process					
GO:1902451	positive regulation of ATP-dependent DNA helicase activity	GO:0051054	positive regulation of DNA metabolic process					
GO:1903099	positive regulation of CENP-A containing nucleosome assembly	GO:0051054	positive regulation of DNA metabolic process					
GO:0031496	positive regulation of mating type switching	GO:0051054	positive regulation of DNA metabolic process					
GO:1900404	positive regulation of DNA repair by positive regulation of transcription from RNA polymerase II promoter	GO:0045739	positive regulation of DNA repair					
GO:1900477	negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle					
GO:2001172	positive regulation of glycolytic fermentation to ethanol	GO:1902690	positive regulation of NAD metabolic process					
GO:1901488	positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process	GO:2000640	positive regulation of SREBP signaling pathway					
GO:1901489	positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process in response to decreased oxygen levels	GO:1901488	positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process					
GO:0032349	positive regulation of aldosterone biosynthetic process	GO:1902932	positive regulation of alcohol biosynthetic process	0				
